% Model:              JH_0104_coupled_lib_model_1d.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 8 2026, 15:19
% Dimension:          0
% Nodes:              3601
% Expressions:        6
% Description:        Point Probe 1, , , , Open-circuit cell voltage, Battery cell state of charge
% u_par                   C_par                    t                        E_cell (V)               -I_cell (A)              -Rx_cell (N)             -u_cell (m)              E_ocv_cell (V)           soc_cell (1)
0                         0.1                      1800                     4.207539341176678        0.49782155022043484      -3.85483870062284E7      0                        4.218944212436635        0.9500000000000004
0                         0.1                      1810                     4.207116346552443        0.49782155022043484      -3.8762549664828755E7    0                        4.218518345696198        0.9497222222222227
0                         0.1                      1820                     4.206693351928208        0.49782155022043484      -3.8976712323428996E7    0                        4.218092478955763        0.9494444444444446
0                         0.1                      1830                     4.206270357303974        0.49782155022043484      -3.91908749820294E7      0                        4.217666612215328        0.9491666666666669
0                         0.1                      1840                     4.205847362679739        0.49782155022043484      -3.9405037640629835E7    0                        4.217240745474893        0.9488888888888891
0                         0.1                      1850                     4.205424368055505        0.49782155022043484      -3.9619200299230136E7    0                        4.216814878734456        0.9486111111111114
0                         0.1                      1860                     4.20500137343127         0.49782155022043484      -3.983336295783049E7     0                        4.21638901199402         0.9483333333333337
0                         0.1                      1870                     4.204578378807036        0.49782155022043484      -4.004752561643078E7     0                        4.215963145253585        0.9480555555555559
0                         0.1                      1880                     4.204155384182801        0.49782155022043484      -4.02616882750311E7      0                        4.215537278513149        0.9477777777777782
0                         0.1                      1890                     4.203732389558567        0.49782155022043484      -4.047585093363137E7     0                        4.215111411772713        0.9475000000000003
0                         0.1                      1900                     4.203309394934332        0.49782155022043484      -4.069001359223177E7     0                        4.214685545032278        0.9472222222222226
0                         0.1                      1910                     4.202886400310098        0.49782155022043484      -4.090417625083209E7     0                        4.2142596782918424       0.9469444444444448
0                         0.1                      1920                     4.202463405685863        0.49782155022043484      -4.1118338909432426E7    0                        4.213833811551407        0.9466666666666669
0                         0.1                      1930                     4.202040411061629        0.49782155022043484      -4.133250156803268E7     0                        4.21340794481097         0.9463888888888892
0                         0.1                      1940                     4.2016174164373945       0.49782155022043484      -4.154666422663301E7     0                        4.212982078070535        0.9461111111111113
0                         0.1                      1950                     4.2011944218131605       0.49782155022043484      -4.1760826885233484E7    0                        4.2125562113301          0.9458333333333336
0                         0.1                      1960                     4.200771427188926        0.49782155022043484      -4.197498954383373E7     0                        4.212130344589664        0.9455555555555559
0                         0.1                      1970                     4.200348432564692        0.49782155022043484      -4.2189152202434115E7    0                        4.211704477849228        0.9452777777777781
0                         0.1                      1980                     4.199925437940457        0.49782155022043484      -4.240331486103434E7     0                        4.211278611108792        0.9450000000000004
0                         0.1                      1990                     4.199502443316223        0.49782155022043484      -4.2617477519634634E7    0                        4.210853066374201        0.9447222222222226
0                         0.1                      2000                     4.199079448691988        0.49782155022043484      -4.283164017823515E7     0                        4.2104282004914815       0.9444444444444449
0                         0.1                      2010                     4.198656454067754        0.49782155022043484      -4.304580283683546E7     0                        4.210003334608762        0.9441666666666669
0                         0.1                      2020                     4.198233459443519        0.49782155022043484      -4.3259965495435745E7    0                        4.2095784687260425       0.9438888888888891
0                         0.1                      2030                     4.197810464819285        0.49782155022043484      -4.347412815403614E7     0                        4.2091536028433225       0.9436111111111114
