Complexity,Loss,Equation
1,0.14250626,"2.8872778"
3,0.015206263,"d - -2.3873675"
4,0.015005647,"square(d) + 2.5540314"
5,0.009409124,"(d * 1.2639358) + 2.2554994"
6,0.007923241,"(2.27767 ^ d) + 1.3352233"
7,0.0076289647,"sqrt(exp(d - -1.6531473) - soc)"
8,0.0019695603,"exp((d / (soc + 1.8723447)) + 0.8387574)"
9,0.000436072,"sqrt(3.0798848 - soc) + exp(d - 0.29167396)"
10,5.919552e-5,"exp((soc * -0.20422944) - (d * -0.8828794)) + 1.4351885"
11,2.6760283e-5,"sqrt(cube(1.1745753 - ((soc * 0.23609732) - d)) + 4.300689)"
12,2.2007369e-5,"square(((soc * -0.16472161) + 0.6402657) - (d * -0.69931453)) - -2.0210948"
14,2.0855783e-5,"square((soc * 0.16703716) + ((-0.6265556 - (d * -0.29248604)) - d)) - -2.0394433"
15,1.8494587e-5,"sqrt((exp(1.5526013 - ((soc * 0.23107842) - (d * 1.1113354))) - d) + 1.2460343)"
17,1.789109e-5,"exp((exp(d - (0.63304883 * soc)) * -0.058165744) - ((soc * 0.2665865) - d)) + 1.4965695"
18,9.166452e-6,"exp(((-0.045740057 / exp(soc - square(d))) - ((soc * 0.26752433) - d)) - 0.059853442) + 1.5326937"
19,8.649568e-6,"exp((exp((d * 2.4097974) - soc) * -0.008716573) - (((soc * 0.24832663) + 0.0817108) - d)) - -1.5241427"
20,6.1416467e-6,"exp((-0.039982427 / exp((d * soc) - cube(d))) - ((soc * 0.25450754) + (0.09302935 - d))) + 1.5643395"
22,5.5542127e-6,"exp((exp(d * ((cube(d) * 0.7014056) - soc)) * -0.061504114) - (((soc * 0.26477805) + 0.08733736) - d)) + 1.5817511"
23,5.1884413e-6,"exp((-0.040246915 / exp((soc * sqrt(d * 1.5631334)) - cube(d))) - (((soc * 0.26348254) - d) + 0.09536836)) + 1.5662794"
24,4.7388235e-6,"exp((exp(d * ((cube(d) * 0.62308323) - (soc + 0.40285644))) * -0.11679511) - (((soc * 0.28593352) + 0.085814595) - d)) + 1.627573"
26,4.4823573e-6,"exp((exp(d * (((cube(d) * 0.6529521) - (soc + 0.3534017)) / 0.8125078)) * -0.087360375) - (((soc * 0.2789534) + 0.10314377) - d)) + 1.616413"
27,4.472851e-6,"exp((-0.09120118 * exp((square(square(d) * -0.7949797) - (d * (soc + 0.35323232))) / 0.81219834)) - (((soc * 0.28081164) + 0.10215501) - d)) + 1.6191275"
29,4.3914597e-6,"exp((exp(((cube(d) * 0.64474195) - (soc + 0.22259581)) * ((d ^ 0.8600887) * 1.1744059)) * -0.07611271) - (((soc * 0.27502945) + 0.09575395) - d)) + 1.599973"
30,4.172418e-6,"exp((exp(((square(square(d * 0.875675)) + -0.21738411) - (soc * 1.1549299)) * (d ^ 0.79753494)) * -0.095209524) - (((soc * 0.28488064) - d) + 0.0900171)) + 1.6127995"
