Complexity,Loss,Equation
1,0.1314518,"2.6759584"
5,0.0028731562,"(x1 * 0.03700977) + 2.2414966"
7,0.00068598107,"(1.0261 ^ x1) + 1.2788414"
9,0.0005633839,"((x1 * 0.0006126895) * (x1 + 33.290066)) + 2.2945552"
10,0.00038031492,"exp((x1 - x2) * 0.026066573) + 1.2956954"
11,0.00015752757,"((1.0260698 ^ x1) + 1.3521346) + (x2 * -0.11195314)"
12,0.00010592693,"exp((x1 - (x2 * 3.306652)) * 0.026793653) + 1.3376379"
13,7.378018e-6,"((x1 + 35.8388) * ((x2 * -0.002403689) + (x1 * 0.00061268423))) + 2.3505523"
15,7.377926e-6,"(((x1 - -0.00016657592) + 35.8388) * ((x2 * -0.002403689) + (x1 * 0.00061268423))) + 2.3505523"
17,7.22313e-6,"(((x1 + 34.164524) * ((x1 * 0.00061148294) + (x2 * -0.0024864022))) - (x1 * -0.0011557618)) + 2.349672"
19,4.551622e-6,"(((x1 * 0.0005971261) + (x2 * -0.0023538745)) * (x1 + (37.70814 - (x2 / (x1 + 0.18206175))))) + 2.3480022"
21,4.277687e-6,"(((x2 * -0.0023236368) + (x1 * 0.0005972377)) * ((x1 + 37.708138) - (x2 * (5.5226035 / (x1 + 1.2129627))))) + 2.3479967"
23,4.1260637e-6,"(((x1 + 37.708138) - ((x2 * (x2 * 5.3570585)) / (x1 + 1.0095057))) * ((x1 * 0.0005967922) + (x2 * -0.0023328871))) + 2.3483973"
24,3.9193947e-6,"((x1 + (38.58202 - exp((x2 * 1.812359) - (x1 * 0.29479662)))) * ((x2 * -0.002333228) + (x1 * 0.0005886387))) + 2.3484309"
26,3.316213e-6,"((x1 + (38.582035 - exp((x2 * 1.6922266) - ((x1 / x2) * 0.13589408)))) * ((x1 * 0.00058792107) + (x2 * -0.0022609667))) + 2.3471932"
28,3.3158624e-6,"((x1 + (38.582035 - exp((1.6922337 - (((x1 / x2) * 0.13330975) / x2)) * x2))) * ((x1 * 0.0005879364) + (x2 * -0.0022539461))) + 2.3470361"
30,3.2638989e-6,"(((x1 * 0.0005880905) + (x2 * -0.0022635534)) * (x1 + (38.582035 - (x2 * exp(1.6922308 - (((x1 * 0.13331819) / sqrt(x2)) / x2)))))) + 2.3469715"
