Complexity,Loss,Equation
1,0.022296842,"0.8237515"
3,0.015022518,"soc ^ soc"
5,0.009109654,"sqrt(cube(soc) + 0.46453422)"
6,0.0065636653,"sqrt(square(cube(soc)) + 0.55223167)"
7,0.006509341,"sqrt(exp(square(square(soc)) + -0.6049562))"
8,0.0042226575,"sqrt(exp(cube(soc)) / (C + 1.4775823))"
9,0.0039122715,"sqrt(exp(square(square(soc))) / (C + 1.3796201))"
10,0.0030774781,"sqrt(exp(cube(soc)) / ((C * d) + 1.688498))"
11,0.0019959803,"sqrt((0.6975919 / (exp(d) ^ C)) + square(cube(soc)))"
12,0.0019069865,"sqrt(0.8268519 - (((C + d) * 0.270134) - cube(square(soc))))"
13,0.0018801125,"sqrt((0.7283206 / ((0.14776266 + exp(d)) ^ C)) + cube(square(soc)))"
14,0.0018234529,"sqrt((((0.30373913 ^ C) + (0.44248432 ^ d)) * 0.43907842) + cube(square(soc)))"
15,0.0014930756,"sqrt(((exp(soc + -1.293371) ^ C) ^ d) * (cube(cube(soc)) + 0.7238507))"
16,0.0012549137,"sqrt(((((soc * 0.5974257) + 0.17016263) ^ C) ^ d) * (cube(cube(soc)) + 0.72857445))"
17,0.0011707441,"sqrt(sqrt((((0.056960676 ^ d) + soc) * 0.5250528) ^ C) * (cube(cube(soc)) + 0.7581429))"
18,0.0010600607,"((cube(cube(soc)) / exp(C)) + ((((soc * 0.51522535) + 0.46467134) ^ C) ^ d)) * 0.8340241"
19,0.0008383465,"(((((soc * 0.55218637) + 0.42530376) ^ C) ^ d) + (cube(cube(soc)) / exp(sqrt(C)))) * 0.85036886"
20,0.00079244043,"((((soc * 0.5359365) + 0.43435365) ^ C) ^ d) * sqrt((cube(cube(soc)) / (C + 0.63336176)) + 0.7168673)"
22,0.0007386742,"((cube(cube(soc)) / exp(C + (d * 0.35065746))) + ((((soc * 0.5865431) + 0.42798865) ^ C) ^ d)) * 0.8460953"
23,0.0006064204,"sqrt(0.76463073 - (((d - cube(((square(soc) * 2.1178682) + -0.26238388) - sqrt(C))) * 0.24121286) - square(square(soc) + -0.3046817)))"
24,0.0005613511,"sqrt(0.75605017 - (((d - cube((square(soc) * 2.3034918) + (-0.32318005 - sqrt(C)))) * 0.22787388) - square(cube(sqrt(soc)) + -0.38725945)))"
25,0.0004986817,"sqrt(0.75341755 - (((d - cube((square(soc) * 2.1517887) + (-0.32943258 - sqrt(C)))) * 0.23376936) - square(square(soc + 0.081862725) + -0.41893518)))"
27,0.00048088926,"sqrt(0.75605017 - (((d - cube((square(soc * -1.4732877) + -0.30163544) - sqrt(C + 0.037041422))) * 0.240297) - square(square(soc + 0.08577966) + -0.42882404)))"
29,0.0004278313,"sqrt(0.86836445 - ((((sqrt(sqrt(C)) * d) - cube((square(soc) * 2.0048647) - sqrt(C + 0.23436862))) - ((square(square(soc)) * 2.070278) - soc)) * 0.30621463))"
30,0.000407799,"sqrt(0.8756318 - ((((C ^ 0.27593645) * d) - (cube(square(soc * 1.4031476) - sqrt(C + 0.2476069)) - (soc - (sqrt(cube(cube(soc))) * 2.249789)))) * 0.30713192))"
