complexity,loss,equation,score,sympy_format,lambda_format
1,47.26334,4.227613,0.0,4.22761300000000,PySRFunction(X=>4.22761300000000)
3,44.68271,4.7285647 - soc,0.028074158118555712,4.7285647 - soc,PySRFunction(X=>4.7285647 - soc)
4,28.893105,cube(2.1657639 - soc),0.4359836405594483,(2.1657639 - soc)**3,PySRFunction(X=>(2.1657639 - soc)**3)
5,13.722984,(1.5152007 - soc) ^ 7.5948305,0.7445308939774595,(1.5152007 - soc)**7.5948305,PySRFunction(X=>(1.5152007 - soc)**7.5948305)
6,11.211506,C / (square(soc) + 0.030329812),0.20213151896490728,C/(soc**2 + 0.030329812),PySRFunction(X=>C/(soc**2 + 0.030329812))
7,8.178075,cube(exp(1.0742236 - (soc / C))),0.3154837795492519,25.0950546291919*exp(-3*soc/C),PySRFunction(X=>25.0950546291919*exp(-3*soc/C))
8,6.9113307,cube(exp(2.100999 - exp(soc / C))),0.1682945976307888,546.206440260536*exp(-3*exp(soc/C)),PySRFunction(X=>546.206440260536*exp(-3*exp(soc/C)))
9,2.625621,exp(cube((soc * -2.7495325) / C) + 3.0501795),0.9678447557224997,exp(3.0501795 - 20.7862703967369*soc**3/C**3),PySRFunction(X=>exp(3.0501795 - 20.7862703967369*soc**3/C**3))
10,0.5348604,cube(exp(exp(((soc / C) ^ 12.551142) * -260513.17))),1.5910669402084712,exp(3*exp((soc/C)**12.551142*(-260513.17))),PySRFunction(X=>exp(3*exp((soc/C)**12.551142*(-260513.17))))
11,0.45426252,exp(exp((((soc / C) ^ 14.313847) * -1.7019695e6) - -1.085726)),0.1633305094555139,exp(exp((soc/C)**14.313847*(-1701969.5) - 1*(-1.085726))),PySRFunction(X=>exp(exp((soc/C)**14.313847*(-1701969.5) - 1*(-1.085726))))
12,0.44619477,cube(exp(exp(((soc / C) ^ 13.742905) * -873762.1)) + -0.033895973),0.017919708083219504,(exp(exp((soc/C)**13.742905*(-873762.1))) - 0.033895973)**3,PySRFunction(X=>(exp(exp((soc/C)**13.742905*(-873762.1))) - 0.033895973)**3)
13,0.4236068,exp(exp((((soc / (C + 0.016222175)) ^ 13.991538) * -1.7019695e6) - -1.08527)),0.051949894250002515,exp(exp((soc/(C + 0.016222175))**13.991538*(-1701969.5) - 1*(-1.08527))),PySRFunction(X=>exp(exp((soc/(C + 0.016222175))**13.991538*(-1701969.5) - 1*(-1.08527))))
14,0.4130036,cube(exp(exp(((soc / (C + 0.016652357)) ^ 13.790026) * -1.3082068e6)) + -0.037440255),0.025349356848416552,(exp(exp((soc/(C + 0.016652357))**13.790026*(-1308206.8))) - 0.037440255)**3,PySRFunction(X=>(exp(exp((soc/(C + 0.016652357))**13.790026*(-1308206.8))) - 0.037440255)**3)
15,0.38443688,exp(exp(((((soc ^ 0.89879006) / (C + 0.058164492)) ^ 14.632849) * -972019.5) - -1.0862404)),0.07167669540867282,exp(exp((soc**0.89879006/(C + 0.058164492))**14.632849*(-972019.5) - 1*(-1.0862404))),PySRFunction(X=>exp(exp((soc**0.89879006/(C + 0.058164492))**14.632849*(-972019.5) - 1*(-1.0862404))))
16,0.33638135,(cube(exp(exp(((soc / C) ^ 15.323448) * -2.5502198e6)) + -1.6141086) * 11.704048) + 3.5587232,0.13353412761188704,(exp(exp((soc/C)**15.323448*(-2550219.8))) - 1.6141086)**3*11.704048 + 3.5587232,PySRFunction(X=>(exp(exp((soc/C)**15.323448*(-2550219.8))) - 1.6141086)**3*11.704048 + 3.5587232)
17,0.33275372,square(-1.8292574 - (cube(exp(exp(((soc / C) ^ 15.691991) * -2.5502198e6)) + -1.7127155) * 2.5225394)),0.010842849832537076,(-2.5225394*(exp(exp((soc/C)**15.691991*(-2550219.8))) - 1.7127155)**3 - 1.8292574)**2,PySRFunction(X=>(-2.5225394*(exp(exp((soc/C)**15.691991*(-2550219.8))) - 1.7127155)**3 - 1.8292574)**2)
