Complexity,Loss,Equation
1,105.21215,"5.683462"
3,97.51096,"C * 10.861689"
4,83.26557,"exp(2.2773411 - soc)"
5,41.933926,"cube(square(soc - 1.7161076))"
7,28.140856,"C * square(cube(soc - 1.8929582))"
9,23.953981,"square((C - -1.1276418) * cube(soc - 1.4764496))"
11,21.827614,"(C + 0.23757985) * square(cube(2.0780015 - soc) - 2.6306238)"
12,17.704885,"cube(((square(C ^ soc) - soc) + 0.33398864) / 0.40414923)"
13,16.77314,"cube(((square(square(C ^ soc)) + 0.5332621) - soc) / 0.45177186)"
15,16.771368,"cube((square(square(C ^ soc)) + (0.5310812 - soc)) / 0.45113742) + 0.026009437"
18,15.141175,"cube((square(square(C ^ soc)) + (0.74392617 - (square(C * soc) + soc))) / 0.51684964)"
21,13.754479,"exp(square((C ^ soc) * (sqrt(sqrt(d + 11.698881)) + (soc - square(soc + (soc + 0.09567316))))))"
22,12.62756,"exp(square((C ^ soc) * ((sqrt(2.7964416 + 0.68794763) - square((soc + 0.10149169) + soc)) + soc))) - 0.68794763"
23,12.542377,"exp(square((C ^ soc) * ((sqrt(2.7964416 + 0.68794763) - square((soc + 0.10149169) + soc)) + soc))) - sqrt(0.68794763)"
25,11.930995,"exp(square((C ^ soc) * ((soc + 1.8677014) - square((soc + 0.08102931) + soc)))) - sqrt((soc + soc) ^ C)"
