Complexity,Loss,Equation
1,47.26334,"4.228315"
3,44.682705,"4.72798 - soc"
4,28.893103,"cube(2.1656682 - soc)"
5,13.723014,"(1.515202 - soc) ^ 7.5916266"
6,11.2113285,"C / (square(soc) + 0.030253328)"
7,8.178075,"cube(exp(1.0741524 - (soc / C)))"
8,4.1981893,"0.682928 / (cube(soc / C) + 0.032675285)"
9,2.6256065,"exp(3.0498834 - cube(soc / (C / 2.7474272)))"
10,0.6147264,"cube(exp(exp(cube(cube(soc / (C / -2.5863426))))))"
11,0.5837981,"exp(exp(1.0908877 - cube(cube((soc / C) / 0.38826492))))"
12,0.4693144,"exp(exp(1.087417 - square(cube(square((soc / C) / 0.374134)))))"
13,0.4417688,"exp(exp(cube(cube((0.12429674 - (soc / C)) / 0.24343604)) + 1.0851644))"
14,0.4341501,"exp(exp(1.0868583 - square(square(cube((soc / (C + 0.015298213)) / -0.36510146)))))"
15,0.3731767,"exp(exp(cube(soc - cube((soc / (C + 0.040324684)) / 0.32828048)) + 1.0874212))"
16,0.33668885,"exp(exp(cube(soc - square(square((soc / (C + 0.033949643)) / 0.32754987))) + 1.0841653))"
17,0.32347146,"exp(exp(cube((soc ^ 0.60959345) - cube((soc / (C + 0.04054434)) / 0.30902073)) + 1.0829196))"
19,0.30192593,"exp((soc - cube(square(square((soc / C) / 0.33836284)))) + 2.7071266) - (-0.5431306 / (soc + 0.11173941))"
20,0.2877304,"(0.54958946 / (0.10792886 + soc)) + exp((2.6947353 + soc) - cube(cube(((soc / C) - 0.11419304) / 0.22318627)))"
21,0.25905237,"((0.0026967027 ^ soc) / 0.18109258) + (exp((soc - cube(square(cube((soc / C) / 0.3362273)))) + 2.6594653) + soc)"
22,0.2423132,"(exp((soc - cube(cube(((soc / C) - 0.11419304) / 0.22425525))) + 2.676777) + ((0.0026967027 ^ soc) / 0.1926037)) + soc"
23,0.21836798,"(soc + exp((cube(cube((0.12630598 - (soc / C)) / 0.21107168)) + sqrt(soc)) + 2.429468)) + ((0.0007208751 ^ soc) / 0.14034985)"
25,0.21506628,"(((0.0007208751 ^ soc) / 0.13844739) + soc) + exp(sqrt(soc) + (cube(cube((0.12630598 - (soc / (C ^ 1.0093417))) / 0.21107168)) + 2.429468))"
26,0.2073076,"(exp((sqrt(soc) + 2.431325) + cube(square(soc) - cube(((soc / C) - 0.12240009) / 0.2106701))) + soc) + ((0.0006490914 ^ soc) / 0.13905166)"
27,0.1926038,"(((0.00068719336 ^ soc) / 0.14034985) + soc) + exp((cube(cube(((d * 0.0117508825) - ((soc / C) - 0.1207469)) / 0.2106701)) + 2.4307926) + sqrt(soc))"
29,0.18005039,"(((0.0007208751 ^ soc) / 0.14024083) + exp((sqrt(soc) + 2.429468) + cube(((C * 0.22512871) * d) - cube(((soc / C) - 0.12063151) / 0.2106701)))) + soc"
30,0.178987,"((0.0007208751 ^ soc) / 0.14024083) + (soc + exp(sqrt(soc) + (cube(square((C + d) * -0.23336686) - cube(((soc / C) - 0.12063151) / 0.2106701)) + 2.429468)))"
