time/s;current/A;battery voltage/V
80143.1587552023;-0;3.5669525
80143.1589552022;0.32667242;3.5664306
80144.1589549637;49.965668;3.5246527
80145.1589547253;49.965668;3.5047057
80146.1589544869;50.091234;3.488718
80147.1589542485;50.114992;3.4759879
80148.1589540101;50.026754;3.4651625
80149.1589537716;50.128563;3.4566424
80150.1589535332;50.07427;3.4495256
80151.1589532948;50.023363;3.4438622
80152.1589530578;50.084453;3.4380987
80153.1589528231;50.169289;3.4338386
80154.1589525884;50.070875;3.4299796
80155.1589523537;49.955488;3.4262207
80156.158952119;50.084453;3.423414
80157.1589518843;50.053906;3.4202065
80158.1589516496;50.111602;3.4171994
80159.1589514149;50.064086;3.4146936
80160.1589511802;50.036934;3.4124382
80161.1589509456;50.016574;3.4101329
80162.1589507109;50.023363;3.4079275
80163.1589504762;50.003004;3.4057224
80164.1589502415;50.094633;3.4041185
80165.1589500068;49.979246;3.4022141
80166.1589497721;50.050512;3.4005101
80167.1589495374;50.033547;3.3985555
80168.1589493027;50.145535;3.3967512
80169.158949068;50.023363;3.3958993
80170.1589488333;50.101414;3.3940949
80171.1589485986;50.125172;3.392391
80172.1589483639;50.121781;3.3912382
80173.1589481292;50.060695;3.3898349
80174.1589478945;50.053906;3.3883314
80175.1589476598;50.07427;3.3872287
80176.1589474252;49.958887;3.3858757
80177.1589471905;50.036934;3.3845725
80178.1589469558;50.016574;3.3831692
80179.1589467187;50.111602;3.3821669
80180.1589464803;50.040332;3.3807135
80181.1589462419;50.070875;3.3799617
80182.1589460035;50.043727;3.3787088
80183.1589457651;50.064086;3.3773055
80184.1589455266;50.050512;3.376303
80185.1589452882;50.186262;3.375401
80186.1589450498;50.094633;3.3743484
80187.1589448114;50.098023;3.3730454
80188.158944573;50.142141;3.3722434
80189.1589443346;50.128563;3.371592
80190.1589440961;50.094633;3.3702888
80191.1589438577;50.121781;3.3688855
80192.1589436191;50.114992;3.3680336
80193.1589433806;50.013184;3.3674822
80194.1589431422;50.07766;3.3664799
80195.1589429038;50.06748;3.3660791
80196.1589426654;49.979246;3.3645253
80197.158942427;50.030152;3.3636732
80198.1589421886;49.979246;3.3627713
80199.1589419501;50.091234;3.3618691
80200.1589417117;50.081055;3.361017
80201.1589414733;50.104813;3.359714
80202.1589412349;50.104813;3.3592129
80203.1589409965;50.07427;3.3581102
80204.158940758;50.108203;3.3574586
80205.1589405215;50.057301;3.3568573
80206.1589402868;50.08784;3.355855
80207.1589400521;50.084453;3.3554039
80208.1589398174;50.091234;3.3541508
80209.1589395827;50.084453;3.3535495
80210.158939348;50.189648;3.3528979
80211.1589391133;49.975852;3.352046
80212.1589388786;49.989426;3.3511939
80213.1589386439;49.982641;3.3508432
80214.1589384092;50.125172;3.3497906
80215.1589381746;49.986031;3.3489888
80216.1589379399;50.08784;3.3483372
80217.1589377052;50.125172;3.3477859
80218.1589374705;50.064086;3.3469839
80219.1589372358;50.081055;3.3463326
80220.1589370011;50.016574;3.3452799
80221.1589367664;50.121781;3.3448789
80222.1589365317;50.064086;3.3439267
80223.158936297;50.006395;3.3431249
80224.1589360623;50.135355;3.3425736
80225.1589358276;50.121781;3.341922
80226.1589355929;50.030152;3.3413708
80227.1589353582;50.07766;3.3405187
80228.1589351235;50.138746;3.3402181
80229.1589348889;50.030152;3.3395164
80230.1589346542;50.101414;3.3387146
80231.1589344195;50.179469;3.338063
80232.158934182;50.118383;3.337662
80233.1589339436;50.128563;3.3369102
80234.1589337051;50.114992;3.336359
80235.1589334667;50.111602;3.3355069
80236.1589332283;50.165898;3.3350058
80237.1589329899;50.121781;3.3344545
80238.1589327515;50.172684;3.3340034
80239.158932513;50.08784;3.3332517
80240.1589322746;50.138746;3.3327506
80241.1589320362;50.104813;3.3321991
80242.1589317978;50.114992;3.3314474
80244.158931321;50.125172;3.3306456
80245.1589310825;50.081055;3.3297434
80246.1589308441;50.104813;3.3295429
80247.1589306057;50.07766;3.3283901
80248.1589303673;50.006395;3.3283901
80249.1589301289;50.125172;3.3275883
80250.1589298904;50.081055;3.3268867
80252.1589294136;50.047117;3.3260846
80253.1589291752;50.098023;3.3254333
80254.1589289368;50.118383;3.3249321
80255.1589286983;50.094633;3.3247817
80256.1589284599;50.108203;3.3242805
80257.1589282215;50.07427;3.323679
80258.1589279854;50.104813;3.3229272
80259.1589277507;49.982641;3.3228772
80260.158927516;50.104813;3.3221254
80261.1589272813;50.07427;3.3217745
80262.1589270466;50.070875;3.3212733
80263.158926812;50.057301;3.3205216
80264.1589265773;50.094633;3.3200705
80265.1589263426;50.070875;3.3194692
80267.1589258732;50.084453;3.3190181
80268.1589256385;50.172684;3.3183165
80269.1589254038;50.131961;3.3177149
80270.1589251691;50.07427;3.3176148
80271.1589249344;50.125172;3.3170133
80272.1589246997;50.165898;3.3169632
80273.158924465;50.108203;3.3163116
80274.1589242303;50.121781;3.3162115
80275.1589239956;50.060695;3.3152092
80276.1589237609;50.084453;3.3150587
80277.1589235262;49.989426;3.3144071
80279.1589230569;49.986031;3.313906
80280.1589228222;50.040332;3.3134048
80284.1589218834;50.094633;3.3117509
80285.1589216454;49.989426;3.3112497
80286.158921407;50.070875;3.3113501
80287.1589211686;50.104813;3.3106985
80288.1589209302;50.14893;3.3107486
80289.1589206918;50.07427;3.3099468
80291.1589202149;50.138746;3.3095458
80292.1589199765;50.098023;3.3088942
80295.1589192613;50.091234;3.3084431
80296.1589190228;50.159109;3.3077917
80300.1589180692;50.053906;3.3065386
80301.1589178307;50.026754;3.3057868
80302.1589175923;50.121781;3.3055363
80303.1589173539;50.094633;3.304985
80314.1589147453;50.091234;3.302429
80315.1589145106;50.118383;3.3019278
80316.1589142759;49.992824;3.3013766
80326.158911929;50.019969;3.2993717
80327.1589116943;50.023363;3.2988706
80332.1589105208;50.07766;3.2984195
80333.1589102861;50.060695;3.2978182
80338.1589091089;50.013184;3.2971165
80339.1589088705;50.118383;3.2964649
80345.15890744;50.026754;3.2957633
80346.1589072016;50.084453;3.295212
80358.1589043405;50.128563;3.2934577
80359.1589041021;50.036934;3.2929065
80379.1588993929;49.999605;3.291353
80380.1588991582;50.036934;3.2907014
80381.1588989235;50.050512;3.291353
80394.1588958564;50.176082;3.2898993
80395.158895618;50.145535;3.2893982
80396.1588953796;50.101414;3.2900498
80407.158892757;50.094633;3.2894485
80408.1588925186;50.179469;3.2889471
80409.1588922801;50.14893;3.2894986
80413.1588913265;50.128563;3.288847
80414.1588910881;50.128563;3.2893481
80470.15887784;50.070875;3.2881954
80471.1588776053;50.186262;3.2876942
80492.1588726767;50.050512;3.2876942
80493.158872442;50.193047;3.2882457
80499.1588710204;50.094633;3.287544
80500.158870782;50.111602;3.2880952
80502.1588703051;50.094633;3.2881453
80503.1588700667;50.019969;3.2876441
80504.1588698283;50.070875;3.2876441
80505.1588695899;50.019969;3.2881954
80506.1588693514;50.030152;3.2876441
80540.1588613137;50.06748;3.2878947
80541.158861079;50.047117;3.2883959
80542.1588608443;50.009789;3.2879949
80543.1588606096;50.033547;3.2885463
80544.1588603749;50.084453;3.2885463
80545.1588601402;50.07766;3.2877946
80595.1588483077;50.114992;3.2885964
80596.1588480731;50.091234;3.2880452
80601.1588468996;49.979246;3.2884963
80602.1588466616;50.013184;3.2877946
80632.1588395263;50.131961;3.2880952
80633.1588392916;50.07427;3.2886465
80635.1588388222;50.070875;3.2885964
