time/s;current/A;battery voltage/V
93930.1484940201;-0;2.5353212
93930.1486940202;-0.17219496;2.5355585
93931.1486937817;-49.980871;2.5712559
93932.1486935433;-49.940148;2.5813799
93933.1486933049;-49.865484;2.5898497
93934.1486930665;-49.882457;2.5971169
93935.1486928281;-49.980871;2.6038327
93936.1486925896;-49.980871;2.6096966
93937.1486923512;-49.892637;2.6159613
93938.1486921128;-49.851914;2.6211736
93939.1486918744;-49.916391;2.6266866
93940.148691636;-49.967297;2.6314979
93941.1486913976;-49.794219;2.63661
93942.1486911591;-49.957113;2.6413209
93943.1486909207;-49.933363;2.645581
93944.1486906823;-49.92657;2.6500916
93945.1486904467;-50.00802;2.6542015
93946.148690212;-49.909605;2.6587121
93947.1486899773;-49.940148;2.6627717
93948.1486897426;-49.946934;2.6665807
93949.1486895079;-49.929969;2.6700888
93950.1486892732;-49.967297;2.6741986
93951.1486890385;-49.974082;2.6781578
93952.1486888038;-49.889242;2.6817162
93953.1486885691;-50.00802;2.6849239
93954.1486883344;-49.991051;2.6882818
93955.1486880997;-49.946934;2.6918402
93956.148687865;-49.987656;2.6951981
93957.1486876304;-49.872273;2.6979043
93958.1486873957;-49.90282;2.7017634
93959.148687161;-49.858703;2.7044699
93960.1486869263;-49.879063;2.7077274
93961.1486866916;-49.953723;2.7106845
93962.1486864569;-49.994449;2.7131402
93963.1486862222;-49.974082;2.7161474
93964.1486859875;-49.909605;2.7192547
93965.1486857528;-50.014809;2.7217104
93966.1486855181;-49.970691;2.7242665
93967.1486852834;-49.929969;2.7269228
93968.1486850487;-49.943543;2.7297294
93969.148684814;-49.93675;2.7321851
93970.1486845793;-50.041957;2.7347412
93971.1486843441;-49.875664;2.7373974
93972.1486841056;-49.970691;2.7397029
93973.1486838672;-50.004629;2.7419081
93974.1486836288;-50.011414;2.7445142
93975.1486833904;-49.953723;2.7465189
93976.148683152;-49.889242;2.7493255
93977.1486829136;-49.974082;2.7511799
93978.1486826751;-49.943543;2.7533851
93979.1486824367;-49.845125;2.7557406
93980.1486821983;-50.035172;2.7578456
93981.1486819599;-49.909605;2.7599506
93982.1486817215;-49.93675;2.7623062
93983.148681483;-50.028379;2.7639101
93984.1486812446;-49.98427;2.7662153
93985.1486810062;-49.889242;2.7682703
93986.1486807678;-49.950328;2.7703249
93987.1486805294;-50.00123;2.7722797
93988.1486802909;-50.028379;2.7742844
93989.1486800525;-49.980871;2.7761388
93990.1486798141;-49.953723;2.7781937
93991.1486795757;-49.855305;2.7802484
93992.1486793373;-49.99784;2.7819524
93993.1486790988;-50.00123;2.7837567
93994.1486788604;-49.963902;2.7854106
93995.148678622;-50.004629;2.7877162
93996.1486783836;-49.943543;2.7893198
93997.1486781452;-50.086078;2.791074
93998.14867791;-49.933363;2.7925775
93999.1486776753;-50.004629;2.7946324
94000.1486774406;-49.98427;2.7965369
94001.1486772059;-49.838336;2.7980905
94002.1486769712;-49.913;2.7999449
94003.1486767365;-49.93675;2.8013482
94004.1486765018;-50.041957;2.8031023
94005.1486762672;-50.004629;2.8050568
94006.1486760325;-49.845125;2.8062096
94007.1486757978;-49.967297;2.8083146
94008.1486755631;-49.933363;2.8096678
94009.1486753284;-49.991051;2.8116224
94010.1486750937;-49.889242;2.8132763
94011.148674859;-49.92657;2.8146796
94012.1486746243;-49.896031;2.8163836
94013.1486743896;-49.963902;2.8179374
94014.1486741549;-49.845125;2.819591
94015.1486739202;-50.011414;2.8209944
94016.1486736855;-49.862094;2.8225482
94017.1486734508;-49.913;2.8240516
94018.1486732161;-49.872273;2.8254049
94019.1486729814;-49.868883;2.8270087
94020.1486727468;-49.943543;2.8282115
94021.1486725121;-50.024992;2.8300157
94022.1486722774;-49.913;2.8316696
94023.1486720427;-49.977477;2.8328223
94024.1486718066;-50.00802;2.8342257
94025.1486715682;-49.916391;2.8358796
94026.1486713297;-49.807793;2.8372328
94027.1486710913;-49.896031;2.8387363
94028.1486708529;-50.028379;2.8399391
94029.1486706145;-49.946934;2.8417435
94030.1486703761;-49.93675;2.8427458
94031.1486701377;-49.929969;2.8444998
94032.1486698992;-49.99784;2.8459032
94033.1486696608;-49.92657;2.847106
94034.1486694224;-49.977477;2.8485594
94035.148669184;-49.885848;2.8498626
94036.1486689456;-50.021598;2.8512659
94037.1486687071;-49.963902;2.852669
94038.1486684687;-49.977477;2.853471
94039.1486682303;-49.919785;2.8553255
94040.1486679919;-50.011414;2.8563778
94041.1486677535;-49.970691;2.8574805
94042.1486675151;-49.957113;2.8593347
94043.1486672766;-50.018199;2.8601868
94044.1486670382;-49.950328;2.8614397
94045.1486667998;-49.896031;2.8625424
94046.1486665614;-49.987656;2.8640959
94047.148666323;-49.987656;2.865299
94048.1486660845;-49.868883;2.8664515
94049.1486658461;-49.892637;2.8680553
94050.1486656077;-49.92657;2.8692081
94051.148665373;-49.913;2.8701103
94052.1486651383;-49.963902;2.8715637
94053.1486649036;-49.950328;2.8727164
94054.1486646689;-49.899422;2.8739693
94055.1486644342;-49.865484;2.8751721
94056.1486641995;-49.946934;2.8763249
94057.1486639648;-49.98427;2.8778784
94058.1486637302;-49.963902;2.8788307
94059.1486634955;-49.943543;2.8799334
94060.1486632608;-49.980871;2.8809357
94061.1486630261;-49.929969;2.8820884
94062.1486627914;-49.950328;2.8832412
94063.1486625567;-49.919785;2.8844941
94064.148662322;-49.953723;2.8856969
94065.1486620873;-49.899422;2.8867495
94066.1486618526;-49.93675;2.8882029
94067.1486616179;-49.960512;2.8890047
94068.1486613832;-49.879063;2.8901575
94069.1486611485;-49.919785;2.8914104
94070.1486609138;-50.028379;2.8924127
94071.1486606791;-49.994449;2.8937159
94072.1486604444;-49.957113;2.894618
94073.1486602098;-49.879063;2.8957708
94074.1486599751;-49.933363;2.8973243
94075.1486597404;-49.974082;2.8977754
94076.1486595057;-49.950328;2.8992288
94077.1486592691;-49.906211;2.9004817
94078.1486590307;-49.872273;2.9010832
94079.1486587923;-49.977477;2.9024866
94080.1486585539;-49.967297;2.9034889
94081.1486583154;-49.943543;2.9045413
94082.148658077;-49.957113;2.9054935
94083.1486578386;-49.906211;2.9062955
94084.1486576002;-49.929969;2.9077489
94085.1486573618;-49.991051;2.9086008
