state-of-charge;open-circuit voltage/V
0.01035;2.82147941257551
0.01036;2.82164891973793
0.01037;2.82181842690035
0.01038;2.82198793406277
0.01039;2.82215744122519
0.0104;2.82232694838761
0.01041;2.82249645555003
0.01042;2.82266596271245
0.01043;2.82283546987487
0.01044;2.8230049770373
0.01045;2.82317448419972
0.01046;2.82334399136214
0.01047;2.82351349852456
0.01048;2.82368300568698
0.01049;2.8238525128494
0.0105;2.82402202001182
0.01051;2.82419152717424
0.01052;2.82436103433666
0.01053;2.82453054149908
0.01054;2.8247000486615
0.01055;2.82486955582392
0.01056;2.82503906298635
0.01057;2.82520857014877
0.01058;2.82537807731119
0.01059;2.82554758447361
0.0106;2.82571709163603
0.01061;2.82588659879845
0.01062;2.82605610596087
0.01063;2.82622561312329
0.01064;2.82639512028571
0.01065;2.82656462744813
0.01066;2.82673411332764
0.01067;2.82690353359356
0.01068;2.82707295385948
0.01069;2.8272423741254
0.0107;2.82741179439132
0.01071;2.82758121465723
0.01072;2.82775063492315
0.01073;2.82792005518907
0.01074;2.82809173756988
0.01075;2.82827412149417
0.01076;2.82845650541846
0.01077;2.82863888934275
0.01078;2.82882127326704
0.01079;2.82900365719133
0.0108;2.82918604111563
0.01081;2.82936842503992
0.01082;2.82955080896421
0.01083;2.8297331928885
0.01084;2.82991557681279
0.01085;2.83009796073708
0.01086;2.83028034466138
0.01087;2.83046272858567
0.01088;2.83064511250996
0.01089;2.83082749643425
0.0109;2.83100988035854
0.01091;2.83119226428283
0.01092;2.83137464820712
0.01093;2.83155703213142
0.01094;2.83173941605571
0.01095;2.83192179998
0.01096;2.83210418390429
0.01097;2.83228656782858
0.01098;2.83246895175287
0.01099;2.83265133567717
0.011;2.83283371960146
0.01101;2.83301610352575
0.01102;2.83319848745004
0.01103;2.83338087137433
0.01104;2.83356325529862
0.01105;2.83374563922292
0.01106;2.83392802314721
0.01107;2.8341104070715
0.01108;2.83429279099579
0.01109;2.83447517492008
0.0111;2.83465755884437
0.01111;2.83483994276866
0.01112;2.83502232669296
0.01113;2.83520471061725
0.01114;2.83538709454154
0.01115;2.83556947846583
0.01116;2.83575186239012
0.01117;2.83593424631441
0.01118;2.83611663023871
0.01119;2.836299014163
0.0112;2.83648139808729
0.01121;2.83666378201158
0.01122;2.83684616593587
0.01123;2.83702854986016
0.01124;2.83721093378445
0.01125;2.83739331770875
0.01126;2.83757570163304
0.01127;2.83775808555733
0.01128;2.83794046948162
0.01129;2.83812285340591
0.0113;2.8383052373302
0.01131;2.8384876212545
0.01132;2.83867000517879
0.01133;2.83885238910308
