,I,co,cn,c-dot,dt
5424,0.5,32032.30907923304,32039.275466127732,3.654433808626417,2.0015976817397125
5425,0.5,32039.275466127732,32046.24186650417,3.6544408809012148,2.0015976817397125
5426,0.5,32046.24186650417,32053.208280187828,3.654447861612109,2.0015976817397125
5427,0.5,32053.208280187828,32060.174707004153,3.6544547507571012,2.0015976817397125
5428,0.5,32060.174707004153,32067.141146778584,3.6544615483352816,2.0015976817397125
5429,0.5,32067.141146778584,32074.10759933658,3.6544682543471967,2.0015976817397125
5430,0.5,32074.10759933658,32081.074064503573,3.6544748687917545,2.0015976817397125
5431,0.5,32081.074064503573,32088.040542105035,3.6544813916709553,2.0015976817397125
5432,0.5,32088.040542105035,32095.007031966405,3.6544878229851627,2.0015976817397125
5433,0.5,32095.007031966405,32101.973533913115,3.654494162729287,2.0015976817397125
5434,0.5,32101.973533913115,32108.94004777064,3.6545004109118713,2.0015976817397125
5435,0.5,32108.94004777064,32115.906573364417,3.654506567525463,2.0015976817397125
5436,0.5,32115.906573364417,32122.87311051988,3.6545126325729704,2.0015976817397125
5437,0.5,32122.87311051988,32129.8396590625,3.6545186060540304,2.0015976817397125
5438,0.5,32129.8396590625,32136.806218817725,3.654524487969551,2.0015976817397125
5439,0.5,32136.806218817725,32143.772789610983,3.654530278319533,2.0015976817397125
5440,0.5,32143.772789610983,32150.739371267748,3.654535977099614,2.0015976817397125
5441,0.5,32150.739371267748,32157.705963613465,3.654541584318336,2.0015976817397125
5442,0.5,32157.705963613465,32164.672566473557,3.654547099968248,2.0015976817397125
5443,0.5,32164.672566473557,32171.639179673504,3.6545525240511663,2.0015976817397125
5444,0.5,32171.639179673504,32178.605803038732,3.654557856570182,2.0015976817397125
5445,0.5,32178.605803038732,32185.5724363947,3.6545630975211134,2.0015976817397125
5446,0.5,32185.5724363947,32192.539079566854,3.654568246904871,2.0015976817397125
5447,0.5,32192.539079566854,32199.505732380658,3.65457330472527,2.0015976817397125
5448,0.5,32199.505732380658,32206.47239466153,3.6545782709763137,2.0015976817397125
5449,0.5,32206.47239466153,32213.439066234947,3.6545831456632722,2.0015976817397125
5450,0.5,32213.439066234947,32220.40574692635,3.654587928783056,2.0015976817397125
5451,0.5,32220.40574692635,32227.372436561174,3.6545926203369374,2.0015976817397125
5452,0.5,32227.372436561174,32234.33913496489,3.6545972203240074,2.0015976817397125
5453,0.5,32234.33913496489,32241.305841962916,3.65460172874572,2.0015976817397125
5454,0.5,32241.305841962916,32248.272557380733,3.654606145599713,2.0015976817397125
5455,0.5,32248.272557380733,32255.239281043767,3.6546104708883487,2.0015976817397125
5456,0.5,32255.239281043767,32262.206012777486,3.6546147046119906,2.0015976817397125
5457,0.5,32262.206012777486,32269.172752407325,3.654618846766277,2.0015976817397125
5458,0.5,32269.172752407325,32276.13949975873,3.654622897356296,2.0015976817397125
5459,0.5,32276.13949975873,32283.106254657167,3.6546268563802315,2.0015976817397125
5460,0.5,32283.106254657167,32290.073016928076,3.654630723837174,2.0015976817397125
5461,0.5,32290.073016928076,32297.03978639689,3.654634499728577,2.0015976817397125
5462,0.5,32297.03978639689,32304.006562889077,3.6546381840533506,2.0015976817397125
5463,0.5,32304.006562889077,32310.97334623008,3.654641776810041,2.0015976817397125
5464,0.5,32310.97334623008,32317.940136245354,3.6546452780035548,2.0015976817397125
5465,0.5,32317.940136245354,32324.90693276034,3.654648687628985,2.0015976817397125
5466,0.5,32324.90693276034,32331.873735600482,3.6546520056885132,2.0015976817397125
5467,0.5,32331.873735600482,32338.840544591243,3.654655232181594,2.0015976817397125
5468,0.5,32338.840544591243,32345.807359558054,3.6546583671096804,2.0015976817397125
5469,0.5,32345.807359558054,32352.774180326378,3.6546614104700472,2.0015976817397125
5470,0.5,32352.774180326378,32359.741006721655,3.6546643622634205,2.0015976817397125
5471,0.5,32359.741006721655,32366.707838569342,3.6546672224916192,2.0015976817397125
5472,0.5,32366.707838569342,32373.674675694878,3.65466999115446,2.0015976817397125
5473,0.5,32373.674675694878,32380.641517923723,3.654672668250126,2.0015976817397125
5474,0.5,32380.641517923723,32387.608365081323,3.6546752537784357,2.0015976817397125
5475,0.5,32387.608365081323,32394.57521699312,3.654677747741388,2.0015976817397125
5476,0.5,32394.57521699312,32401.54207348456,3.6546801501389834,2.0015976817397125
5477,0.5,32401.54207348456,32408.50893438111,3.6546824609697675,2.0015976817397125
5478,0.5,32408.50893438111,32415.475799508193,3.6546846802331947,2.0015976817397125
5479,0.5,32415.475799508193,32422.442668691285,3.6546868079312653,2.0015976817397125
5480,0.5,32422.442668691285,32429.409541755816,3.654688844063797,2.0015976817397125
5481,0.5,32429.409541755816,32436.376418527234,3.6546907886286077,2.0015976817397125
5482,0.5,32436.376418527234,32443.343298830994,3.6546926416278804,2.0015976817397125
5483,0.5,32443.343298830994,32450.310182492554,3.6546944030597963,2.0015976817397125
5484,0.5,32450.310182492554,32457.27706933736,3.6546960729279903,2.0015976817397125
5485,0.5,32457.27706933736,32464.243959190833,3.654697651227011,2.0015976817397125
5486,0.5,32464.243959190833,32471.210851878448,3.6546991379612193,2.0015976817397125
5487,0.5,32471.210851878448,32478.17774722566,3.654700533129525,2.0015976817397125
5488,0.5,32478.17774722566,32485.144645057895,3.6547018367299295,2.0015976817397125
5489,0.5,32485.144645057895,32492.11154520062,3.654703048766976,2.0015976817397125
5490,0.5,32492.11154520062,32499.078447479267,3.6547041692341207,2.0015976817397125
5491,0.5,32499.078447479267,32506.045351719295,3.6547051981368175,2.0015976817397125
5492,0.5,32506.045351719295,32513.012257746155,3.6547061354745205,2.0015976817397125
5493,0.5,32513.012257746155,32519.9791653853,3.654706981242868,2.0015976817397125
5494,0.5,32519.9791653853,32526.946074462165,3.654707735448584,2.0015976817397125
5495,0.5,32526.946074462165,32533.912984802206,3.6547083980853086,2.0015976817397125
5496,0.5,32533.912984802206,32540.879896230872,3.6547089691563115,2.0015976817397125
5497,0.5,32540.879896230872,32547.84680857361,3.654709448661776,2.0015976817397125
5498,0.5,32547.84680857361,32554.81372165586,3.654709836600611,2.0015976817397125
5499,0.5,32554.81372165586,32561.78063530309,3.6547101329724527,2.0015976817397125
5500,0.5,32561.78063530309,32568.747549340744,3.654710337779301,2.0015976817397125
5501,0.5,32568.747549340744,32575.714463594246,3.6547104510184294,2.0015976817397125
5502,0.5,32575.714463594246,32582.681377889083,3.6547104726918365,2.0015976817397125
5503,0.5,32582.681377889083,32589.648292050668,3.65471040280025,2.0015976817397125
5504,0.5,32589.648292050668,32596.61520590448,3.654710241340762,2.0015976817397125
5505,0.5,32596.61520590448,32603.582119275943,3.654709988315008,2.0015976817397125
5506,0.5,32603.582119275943,32610.54903199053,3.6547096437253512,2.0015976817397125
5507,0.5,32610.54903199053,32617.515943873674,3.6547092075661562,2.0015976817397125
5508,0.5,32617.515943873674,32624.48285475083,3.654708679843422,2.0015976817397125
5509,0.5,32624.48285475083,32631.449764447432,3.654708060550968,2.0015976817397125
5510,0.5,32631.449764447432,32638.41667278894,3.6547073496955202,2.0015976817397125
5511,0.5,32638.41667278894,32645.383579600813,3.6547065472721703,2.0015976817397125
5512,0.5,32645.383579600813,32652.350484708473,3.654705653284008,2.0015976817397125
5513,0.5,32652.350484708473,32659.317387937397,3.6547046677281263,2.0015976817397125
5514,0.5,32659.317387937397,32666.28428911303,3.654703590606342,2.0015976817397125
5515,0.5,32666.28428911303,32673.251188060796,3.6547024219190183,2.0015976817397125
5516,0.5,32673.251188060796,32680.21808460616,3.6547011616636116,2.0015976817397125
5517,0.5,32680.21808460616,32687.18497857458,3.6546998098441197,2.0015976817397125
5518,0.5,32687.18497857458,32694.151869791498,3.654698366456908,2.0015976817397125
5519,0.5,32694.151869791498,32701.118758082357,3.6546968315045207,2.0015976817397125
5520,0.5,32701.118758082357,32708.085643272592,3.654695204983505,2.0015976817397125
5521,0.5,32708.085643272592,32715.052525187697,3.654693486899131,2.0015976817397125
5522,0.5,32715.052525187697,32722.01940365307,3.6546916772470373,2.0015976817397125
5523,0.5,32722.01940365307,32728.986278494198,3.6546897760292225,2.0015976817397125
5524,0.5,32728.986278494198,32735.9531495365,3.6546877832445963,2.0015976817397125
5525,0.5,32735.9531495365,32742.920016605447,3.654685698893341,2.0015976817397125
5526,0.5,32742.920016605447,32749.886879526483,3.6546835229780004,2.0015976817397125
5527,0.5,32749.886879526483,32756.853738125035,3.654681255492759,2.0015976817397125
5528,0.5,32756.853738125035,32763.820592226595,3.65467889644416,2.0015976817397125
5529,0.5,32763.820592226595,32770.787441656576,3.6546764458280223,2.0015976817397125
5530,0.5,32770.787441656576,32777.75428624043,3.6546739036459823,2.0015976817397125
5531,0.5,32777.75428624043,32784.72112580362,3.6546712698973125,2.0015976817397125
5532,0.5,32784.72112580362,32791.68796017159,3.6546685445836493,2.0015976817397125
5533,0.5,32791.68796017159,32798.65478916978,3.6546657277026293,2.0015976817397125
5534,0.5,32798.65478916978,32805.62161262365,3.6546628192549804,2.0015976817397125
5535,0.5,32805.62161262365,32812.58843035864,3.6546598192416107,2.0015976817397125
5536,0.5,32812.58843035864,32819.5552422002,3.6546567276612474,2.0015976817397125
5537,0.5,32819.5552422002,32826.52204797379,3.654653544516436,2.0015976817397125
5538,0.5,32826.52204797379,32833.48884750485,3.6546502698033594,2.0015976817397125
5539,0.5,32833.48884750485,32840.45564061882,3.6546469035243803,2.0015976817397125
5540,0.5,32840.45564061882,32847.42242714116,3.6546434456802257,2.0015976817397125
5541,0.5,32847.42242714116,32854.389206897315,3.654639896269805,2.0015976817397125
5542,0.5,32854.389206897315,32861.35597971274,3.6546362552909373,2.0015976817397125
5543,0.5,32861.35597971274,32868.32274541288,3.6546325227488934,2.0015976817397125
5544,0.5,32868.32274541288,32875.28950382318,3.6546286986380387,2.0015976817397125
5545,0.5,32875.28950382318,32882.25625476908,3.6546247829618275,2.0015976817397125
5546,0.5,32882.25625476908,32889.22299807605,3.65462077571935,2.0015976817397125
5547,0.5,32889.22299807605,32896.189736160835,3.6546180362612466,2.0015976817397125
5548,0.5,32896.189736160835,32903.15647523081,3.654618553069487,2.0015976817397125
5549,0.5,32903.15647523081,32910.123215559695,3.65461921347173,2.0015976817397125
5550,0.5,32910.123215559695,32917.08995714042,3.654619870166924,2.0015976817397125
5551,0.5,32917.08995714042,32924.05669996594,3.6546205231617934,2.0015976817397125
5552,0.5,32924.05669996594,32931.0234440292,3.6546211724501587,2.0015976817397125
5553,0.5,32931.0234440292,32937.99018932312,3.6546218180351095,2.0015976817397125
5554,0.5,32937.99018932312,32944.956935840644,3.654622459916101,2.0015976817397125
5555,0.5,32944.956935840644,32951.923683574714,3.6546230980931327,2.0015976817397125
5556,0.5,32951.923683574714,32958.890432518274,3.654623732567113,2.0015976817397125
5557,0.5,32958.890432518274,32965.85718266425,3.65462436333459,2.0015976817397125
5558,0.5,32965.85718266425,32972.823934005595,3.6546249904008334,2.0015976817397125
5559,0.5,32972.823934005595,32979.79068653525,3.6546256137614814,2.0015976817397125
5560,0.5,32979.79068653525,32986.75744024614,3.6546262334185333,2.0015976817397125
5561,0.5,32986.75744024614,32993.72419513121,3.6546268493727156,2.0015976817397125
5562,0.5,32993.72419513121,33000.69095118341,3.6546274616200307,2.0015976817397125
5563,0.5,33000.69095118341,33007.65770839566,3.6546280701659306,2.0015976817397125
5564,0.5,33007.65770839566,33014.6244667609,3.65462867500678,2.0015976817397125
5565,0.5,33014.6244667609,33021.591226272096,3.65462927614367,2.0015976817397125
5566,0.5,33021.591226272096,33028.55798692216,3.6546298735776914,2.0015976817397125
5567,0.5,33028.55798692216,33035.52474870404,3.6546304673072076,2.0015976817397125
5568,0.5,33035.52474870404,33042.49151161068,3.6546310573307648,2.0015976817397125
5569,0.5,33042.49151161068,33049.458275635014,3.6546316436530883,2.0015976817397125
5570,0.5,33049.458275635014,33056.42504076998,3.6546322262709077,2.0015976817397125
5571,0.5,33056.42504076998,33063.39180700851,3.6546328051825854,2.0015976817397125
5572,0.5,33063.39180700851,33070.35857434357,3.6546333803913944,2.0015976817397125
5573,0.5,33070.35857434357,33077.32534276807,3.6546339518980617,2.0015976817397125
5574,0.5,33077.32534276807,33084.29211227496,3.654634519698043,2.0015976817397125
5575,0.5,33084.29211227496,33091.258882857175,3.6546350837964274,2.0015976817397125
5576,0.5,33091.258882857175,33098.22565450766,3.6546356441892165,2.0015976817397125
5577,0.5,33098.22565450766,33105.19242721936,3.654636200877682,2.0015976817397125
5578,0.5,33105.19242721936,33112.159200985196,3.6546367538629148,2.0015976817397125
5579,0.5,33112.159200985196,33119.12597579813,3.654637303144734,2.0015976817397125
5580,0.5,33119.12597579813,33126.09275165108,3.6546378487227744,2.0015976817397125
5581,0.5,33126.09275165108,33133.059528537,3.6546383905948563,2.0015976817397125
5582,0.5,33133.059528537,33140.02630644881,3.654638928763888,2.0015976817397125
5583,0.5,33140.02630644881,33146.99308537947,3.654639463229141,2.0015976817397125
5584,0.5,33146.99308537947,33153.95986532191,3.654639993990798,2.0015976817397125
5585,0.5,33153.95986532191,33160.92664626908,3.6546405210490405,2.0015976817397125
5586,0.5,33160.92664626908,33167.8934282139,3.65464104440187,2.0015976817397125
5587,0.5,33167.8934282139,33174.860211149324,3.654641564049467,2.0015976817397125
5588,0.5,33174.860211149324,33181.82699506829,3.654642079995467,2.0015976817397125
5589,0.5,33181.82699506829,33188.793779963715,3.654642592237508,2.0015976817397125
5590,0.5,33188.793779963715,33195.760565828576,3.654643100774317,2.0015976817397125
5591,0.5,33195.760565828576,33202.727352655784,3.6546436056088014,2.0015976817397125
5592,0.5,33202.727352655784,33209.69414043828,3.654644106736419,2.0015976817397125
5593,0.5,33209.69414043828,33216.660929169026,3.6546446041620757,2.0015976817397125
5594,0.5,33216.660929169026,33223.62771884094,3.6546450978835914,2.0015976817397125
5595,0.5,33223.62771884094,33230.59450944696,3.654645587902056,2.0015976817397125
5596,0.5,33230.59450944696,33237.56130098003,3.6546460742138347,2.0015976817397125
5597,0.5,33237.56130098003,33244.528093433095,3.6546465568234714,2.0015976817397125
5598,0.5,33244.528093433095,33251.49488679908,3.6546470357289667,2.0015976817397125
5599,0.5,33251.49488679908,33258.46168107095,3.654647510929957,2.0015976817397125
5600,0.5,33258.46168107095,33265.428476241614,3.654647982428078,2.0015976817397125
5601,0.5,33265.428476241614,33272.39527230403,3.6546484502211496,2.0015976817397125
5602,0.5,33272.39527230403,33279.36206925114,3.654648914310079,2.0015976817397125
5603,0.5,33279.36206925114,33286.32886707586,3.654649374695231,2.0015976817397125
5604,0.5,33286.32886707586,33293.295665771155,3.6546498313769686,2.0015976817397125
5605,0.5,33293.295665771155,33300.26246532994,3.6546502843556548,2.0015976817397125
5606,0.5,33300.26246532994,33307.22926574518,3.6546507336278373,2.0015976817397125
5607,0.5,33307.22926574518,33314.1960670098,3.654651179197696,2.0015976817397125
5608,0.5,33314.1960670098,33321.162869116735,3.6546516210621407,2.0015976817397125
5609,0.5,33321.162869116735,33328.12967205894,3.654652059224625,2.0015976817397125
5610,0.5,33328.12967205894,33335.096475829334,3.6546524936815143,2.0015976817397125
5611,0.5,33335.096475829334,33342.06328042087,3.6546529244346253,2.0015976817397125
5612,0.5,33342.06328042087,33349.03008582648,3.6546533514837773,2.0015976817397125
5613,0.5,33349.03008582648,33355.99689203911,3.6546537748295145,2.0015976817397125
5614,0.5,33355.99689203911,33362.9636990517,3.654654194472564,2.0015976817397125
5615,0.5,33362.9636990517,33369.93050685717,3.6546546104083832,2.0015976817397125
5616,0.5,33369.93050685717,33376.897315448485,3.654655022642605,2.0015976817397125
5617,0.5,33376.897315448485,33383.86412481857,3.6546554311715953,2.0015976817397125
5618,0.5,33383.86412481857,33390.830934960366,3.654655835996989,2.0015976817397125
5619,0.5,33390.830934960366,33397.797745866825,3.654656237118423,2.0015976817397125
5620,0.5,33397.797745866825,33404.764557530856,3.65465663453608,2.0015976817397125
5621,0.5,33404.764557530856,33411.73136994543,3.6546570282495945,2.0015976817397125
5622,0.5,33411.73136994543,33418.69818310348,3.6546574182596947,2.0015976817397125
5623,0.5,33418.69818310348,33425.66499699791,3.654657804564382,2.0015976817397125
5624,0.5,33425.66499699791,33432.63181162171,3.654658187165473,2.0015976817397125
5625,0.5,33432.63181162171,33439.59862696779,3.654658566064603,2.0015976817397125
5626,0.5,33439.59862696779,33446.565443029096,3.6546589412574115,2.0015976817397125
5627,0.5,33446.565443029096,33453.532259798565,3.6546593127469866,2.0015976817397125
5628,0.5,33453.532259798565,33460.49907726914,3.6546596805316938,2.0015976817397125
5629,0.5,33460.49907726914,33467.46589543374,3.6546600446135318,2.0015976817397125
5630,0.5,33467.46589543374,33474.43271428535,3.6546604049912284,2.0015976817397125
5631,0.5,33474.43271428535,33481.39953381686,3.6546607616653284,2.0015976817397125
5632,0.5,33481.39953381686,33488.36635402124,3.6546611146338335,2.0015976817397125
5633,0.5,33488.36635402124,33495.33317489141,3.6546614639005597,2.0015976817397125
5634,0.5,33495.33317489141,33502.29999642033,3.6546618094622363,2.0015976817397125
5635,0.5,33502.29999642033,33509.26681860093,3.654662151318317,2.0015976817397125
5636,0.5,33509.26681860093,33516.23364142614,3.654662489472801,2.0015976817397125
5637,0.5,33516.23364142614,33523.200464888905,3.6546628239225982,2.0015976817397125
5638,0.5,33523.200464888905,33530.167288982164,3.654663154667346,2.0015976817397125
5639,0.5,33530.167288982164,33537.13411369886,3.654663481710314,2.0015976817397125
5640,0.5,33537.13411369886,33544.10093903192,3.6546638050473237,2.0015976817397125
5641,0.5,33544.10093903192,33551.0677649743,3.6546641246812825,2.0015976817397125
5642,0.5,33551.0677649743,33558.03459151893,3.6546644406096465,2.0015976817397125
5643,0.5,33558.03459151893,33565.00141865875,3.6546647528364127,2.0015976817397125
5644,0.5,33565.00141865875,33571.96824638671,3.6546650613586746,2.0015976817397125
5645,0.5,33571.96824638671,33578.93507469573,3.6546653661740685,2.0015976817397125
5646,0.5,33578.93507469573,33585.90190357875,3.654665667289683,2.0015976817397125
5647,0.5,33585.90190357875,33592.86873302873,3.6546659646986117,2.0015976817397125
5648,0.5,33592.86873302873,33599.83556303859,3.6546662584041263,2.0015976817397125
5649,0.5,33599.83556303859,33606.802393601276,3.654666548406226,2.0015976817397125
5650,0.5,33606.802393601276,33613.76922470973,3.654666834702731,2.0015976817397125
5651,0.5,33613.76922470973,33620.73605635689,3.6546671172987293,2.0015976817397125
5652,0.5,33620.73605635689,33627.702888535685,3.654667396187496,2.0015976817397125
5653,0.5,33627.702888535685,33634.66972123906,3.6546676713724855,2.0015976817397125
5654,0.5,33634.66972123906,33641.63655445996,3.654667942853697,2.0015976817397125
5655,0.5,33641.63655445996,33648.60338819133,3.654668210632766,2.0015976817397125
5656,0.5,33648.60338819133,33655.57022242608,3.6546684747058764,2.0015976817397125
5657,0.5,33655.57022242608,33662.537057157184,3.654668735075391,2.0015976817397125
5658,0.5,33662.537057157184,33669.503892377565,3.6546689917420356,2.0015976817397125
5659,0.5,33669.503892377565,33676.47072808016,3.6546692447030855,2.0015976817397125
5660,0.5,33676.47072808016,33683.43756425791,3.6546694939614475,2.0015976817397125
5661,0.5,33683.43756425791,33690.40440090375,3.654669739514396,2.0015976817397125
5662,0.5,33690.40440090375,33697.37123801063,3.6546699813639307,2.0015976817397125
5663,0.5,33697.37123801063,33704.338075571475,3.654670219510596,2.0015976817397125
5664,0.5,33704.338075571475,33711.30491357924,3.6546704539518475,2.0015976817397125
5665,0.5,33711.30491357924,33718.27175202685,3.654670684689685,2.0015976817397125
5666,0.5,33718.27175202685,33725.23859090727,3.6546709117239256,2.0015976817397125
5667,0.5,33725.23859090727,33732.205430213406,3.6546711350538432,2.0015976817397125
5668,0.5,33732.205430213406,33739.172269938215,3.6546713546785297,2.0015976817397125
5669,0.5,33739.172269938215,33746.139110074626,3.654671570601255,2.0015976817397125
5670,0.5,33746.139110074626,33753.10595061559,3.6546717828182036,2.0015976817397125
5671,0.5,33753.10595061559,33760.07279155405,3.6546719913335552,2.0015976817397125
5672,0.5,33760.07279155405,33767.03963288291,3.6546721961416755,2.0015976817397125
5673,0.5,33767.03963288291,33774.006474595146,3.6546723972485626,2.0015976817397125
5674,0.5,33774.006474595146,33780.973316683696,3.6546725946496728,2.0015976817397125
5675,0.5,33780.973316683696,33787.94015914148,3.654672788349004,2.0015976817397125
5676,0.5,33787.94015914148,33794.907001961445,3.654672978341468,2.0015976817397125
5677,0.5,33794.907001961445,33801.873845136535,3.6546731646316077,2.0015976817397125
5678,0.5,33801.873845136535,33808.84068865968,3.6546733472170607,2.0015976817397125
5679,0.5,33808.84068865968,33815.80753252383,3.6546735260992813,2.0015976817397125
5680,0.5,33815.80753252383,33822.774376721914,3.6546737012773605,2.0015976817397125
5681,0.5,33822.774376721914,33829.74122124688,3.6546738727514803,2.0015976817397125
5682,0.5,33829.74122124688,33836.70806609166,3.6546740405212765,2.0015976817397125
5683,0.5,33836.70806609166,33843.6749112492,3.6546742045871135,2.0015976817397125
5684,0.5,33843.6749112492,33850.64175671244,3.6546743649486273,2.0015976817397125
5685,0.5,33850.64175671244,33857.6086024743,3.6546745216059993,2.0015976817397125
5686,0.5,33857.6086024743,33864.57544852774,3.654674674561411,2.0015976817397125
5687,0.5,33864.57544852774,33871.54229486569,3.6546748238108644,2.0015976817397125
5688,0.5,33871.54229486569,33878.50914148111,3.6546749693567206,2.0015976817397125
5689,0.5,33878.50914148111,33885.47598836691,3.6546751111973457,2.0015976817397125
5690,0.5,33885.47598836691,33892.44283551603,3.6546752493363743,2.0015976817397125
5691,0.5,33892.44283551603,33899.409682921425,3.654675383771806,2.0015976817397125
5692,0.5,33899.409682921425,33906.376530576024,3.65467551449928,2.0015976817397125
5693,0.5,33906.376530576024,33913.34337847278,3.654675641527156,2.0015976817397125
5694,0.5,33913.34337847278,33920.31022660462,3.6546757648476196,2.0015976817397125
5695,0.5,33920.31022660462,33927.277074964484,3.6546758844653957,2.0015976817397125
5696,0.5,33927.277074964484,33934.243923545306,3.654676000381211,2.0015976817397125
5697,0.5,33934.243923545306,33941.21077234004,3.6546761125897955,2.0015976817397125
5698,0.5,33941.21077234004,33948.17762134162,3.654676221096056,2.0015976817397125
5699,0.5,33948.17762134162,33955.144470542975,3.6546763258976296,2.0015976817397125
5700,0.5,33955.144470542975,33962.11131993706,3.6546764269965166,2.0015976817397125
5701,0.5,33962.11131993706,33969.078169516804,3.654676524390353,2.0015976817397125
5702,0.5,33969.078169516804,33976.045019275145,3.6546766180807753,2.0015976817397125
5703,0.5,33976.045019275145,33983.011869205024,3.654676708065783,2.0015976817397125
5704,0.5,33983.011869205024,33989.97871929938,3.654676794349013,2.0015976817397125
5705,0.5,33989.97871929938,33996.94556955115,3.654676876925739,2.0015976817397125
5706,0.5,33996.94556955115,34003.91241995328,3.6546769558008676,2.0015976817397125
5707,0.5,34003.91241995328,34010.87927049871,3.6546770309704004,2.0015976817397125
5708,0.5,34010.87927049871,34017.84612118037,3.6546771024374283,2.0015976817397125
5709,0.5,34017.84612118037,34024.81297199121,3.6546771701977705,2.0015976817397125
5710,0.5,34024.81297199121,34031.77982292416,3.654677234256879,2.0015976817397125
5711,0.5,34031.77982292416,34038.74667397215,3.654677294610392,2.0015976817397125
5712,0.5,34038.74667397215,34045.71352512814,3.654677351261581,2.0015976817397125
5713,0.5,34045.71352512814,34052.680376385084,3.654677404206993,2.0015976817397125
5714,0.5,34052.680376385084,34059.647227735855,3.6546774534484454,2.0015976817397125
5715,0.5,34059.647227735855,34066.61407917346,3.6546774989872106,2.0015976817397125
5716,0.5,34066.61407917346,34073.580930690805,3.6546775408216527,2.0015976817397125
5717,0.5,34073.580930690805,34080.54778228084,3.654677578951408,2.0015976817397125
5718,0.5,34080.54778228084,34087.514633936495,3.6546776133772036,2.0015976817397125
5719,0.5,34087.514633936495,34094.48148565072,3.654677644099767,2.0015976817397125
5720,0.5,34094.48148565072,34101.448337416456,3.6546776711181885,2.0015976817397125
5721,0.5,34101.448337416456,34108.41518922663,3.6546776944317414,2.0015976817397125
5722,0.5,34108.41518922663,34115.38204107418,3.6546777140424256,2.0015976817397125
5723,0.5,34115.38204107418,34122.34889295206,3.6546777299484234,2.0015976817397125
5724,0.5,34122.34889295206,34129.31574485319,3.654677742149916,2.0015976817397125
5725,0.5,34129.31574485319,34136.282596770536,3.6546777506485393,2.0015976817397125
5726,0.5,34136.282596770536,34143.249448697,3.654677755443022,2.0015976817397125
5727,0.5,34143.249448697,34150.21630062556,3.654677756533544,2.0015976817397125
5728,0.5,34150.21630062556,34157.183152549136,3.654677753918471,2.0015976817397125
5729,0.5,34157.183152549136,34164.15000446065,3.6546777476016197,2.0015976817397125
5730,0.5,34164.15000446065,34171.11685635308,3.6546777375804447,2.0015976817397125
5731,0.5,34171.11685635308,34178.08370821935,3.654677723852766,2.0015976817397125
5732,0.5,34178.08370821935,34185.050560052376,3.6546777064242173,2.0015976817397125
5733,0.5,34185.050560052376,34192.017411845125,3.654677685290437,2.0015976817397125
5734,0.5,34192.017411845125,34198.98426359052,3.654677660452333,2.0015976817397125
5735,0.5,34198.98426359052,34205.95111528151,3.65467763191027,2.0015976817397125
5736,0.5,34205.95111528151,34212.91796691102,3.6546775996651553,2.0015976817397125
5737,0.5,34212.91796691102,34219.88481847202,3.6546775637151727,2.0015976817397125
5738,0.5,34219.88481847202,34226.85166995741,3.6546775240621394,2.0015976817397125
5739,0.5,34226.85166995741,34233.81852136016,3.6546774807031475,2.0015976817397125
5740,0.5,34233.81852136016,34240.7853726732,3.6546774336425583,2.0015976817397125
5741,0.5,34240.7853726732,34247.75222388946,3.6546773828763737,2.0015976817397125
5742,0.5,34247.75222388946,34254.71907500188,3.654677328406774,2.0015976817397125
5743,0.5,34254.71907500188,34261.68592600341,3.654677270232307,2.0015976817397125
5744,0.5,34261.68592600341,34268.65277688697,3.654677208354607,2.0015976817397125
5745,0.5,34268.65277688697,34275.61962764553,3.6546771427742195,2.0015976817397125
5746,0.5,34275.61962764553,34282.58647827201,3.6546770734876914,2.0015976817397125
5747,0.5,34282.58647827201,34289.55332875935,3.654677000497931,2.0015976817397125
5748,0.5,34289.55332875935,34296.52017910049,3.6546769238049377,2.0015976817397125
5749,0.5,34296.52017910049,34303.48702928836,3.654676843406894,2.0015976817397125
5750,0.5,34303.48702928836,34310.453879315915,3.654676759303982,2.0015976817397125
5751,0.5,34310.453879315915,34317.42072917609,3.6546766714994736,2.0015976817397125
5752,0.5,34317.42072917609,34324.387578861824,3.6546765799908236,2.0015976817397125
5753,0.5,34324.387578861824,34331.354428366045,3.654676484776033,2.0015976817397125
5754,0.5,34331.354428366045,34338.3212776817,3.6546763858578277,2.0015976817397125
5755,0.5,34338.3212776817,34345.28812680174,3.654676283237117,2.0015976817397125
5756,0.5,34345.28812680174,34352.254975719086,3.654676176911538,2.0015976817397125
5757,0.5,34352.254975719086,34359.221824426684,3.6546760668810907,2.0015976817397125
5758,0.5,34359.221824426684,34366.18867291747,3.6546759531494097,2.0015976817397125
5759,0.5,34366.18867291747,34373.155521184395,3.654675835709771,2.0015976817397125
5760,0.5,34373.155521184395,34380.122369220386,3.6546757145688984,2.0015976817397125
5761,0.5,34380.122369220386,34387.089217018394,3.654675589722794,2.0015976817397125
5762,0.5,34387.089217018394,34394.056064571334,3.6546754611734573,2.0015976817397125
5763,0.5,34394.056064571334,34401.022911872176,3.654675328921069,2.0015976817397125
5764,0.5,34401.022911872176,34407.989758913835,3.6546751929623595,2.0015976817397125
5765,0.5,34407.989758913835,34414.956605689265,3.65467505330078,2.0015976817397125
5766,0.5,34414.956605689265,34421.9234521914,3.6546749099352414,2.0015976817397125
5767,0.5,34421.9234521914,34428.89029841318,3.6546747628664695,2.0015976817397125
