noise_level,mean_rmse,std_rmse
0.0,0.11609209209680557,0.05362638766287119
2.0,0.11656972691416741,0.053603115815837335
4.0,0.11857720106840133,0.05296167654424014
6.0,0.12100193738937377,0.052864530632044264
8.0,0.12494311481714249,0.05332877350403237
10.0,0.12710404485464097,0.052076598889837386
12.0,0.13429017037153243,0.05271660303335138
14.000000000000002,0.14051554664969446,0.05164465456351971
16.0,0.14866623982787133,0.047146867907028045
18.0,0.154275321662426,0.04671355816466104
