Complexity,Loss,Equation
1,105.21213,"5.677226"
3,97.5085,"C * 10.947096"
4,71.9835,"cube(2.3559144 - soc)"
5,37.979225,"(1.5502335 - soc) ^ 7.9770174"
6,36.80544,"exp(4.416173 - (28.00609 ^ soc))"
7,22.606527,"cube(C + cube(1.3928927 - soc))"
8,18.697075,"cube(cube(1.486712 - square(soc ^ C)))"
9,8.975791,"exp(3.5398505 - cube((8.005652 ^ soc) - C))"
10,2.8222008,"exp(3.37164 - (((7.810039 ^ soc) - C) ^ 12.346904))"
11,2.494874,"exp(exp(1.2144606 - (((7.0995107 ^ soc) - C) ^ 19.581877)))"
12,1.7337157,"exp(3.3752503 - cube((cube(soc ^ C) * 66.57915) * soc))"
13,1.284358,"exp(exp(1.2176114 - cube((cube(soc ^ C) * soc) * 46.83363)))"
14,1.0853919,"exp(exp(1.2144606 - square(square((cube(soc ^ C) * 52.909187) * soc))))"
15,0.709274,"exp(exp(1.2141244 - cube(soc * ((square(soc ^ C) * 34.627403) + -2.3802423))))"
16,0.57336926,"exp(exp(1.2136089 - square(square(((square(soc ^ C) * 38.309746) - 2.5478015) * soc))))"
17,0.46971104,"exp(exp(cube(1.0667994 - square(square(((square(soc ^ C) * 29.301643) + -1.9828179) * soc)))))"
19,0.3890469,"exp(exp(cube(1.0667049 - square((soc ^ 2.2565014) * square(square((soc ^ C) * -6.436068) + -3.2068205)))))"
20,0.38904688,"exp(exp(cube(1.0667049 - (square(square(square((soc ^ C) * -6.436068) + -3.2068205)) * square(soc ^ 2.2565014)))))"
21,0.3523384,"exp(exp(cube(1.0673679 - square(square((square(soc ^ C) * 41.44322) + -3.218325) * (soc ^ 2.2569492))))) + -0.21221823"
22,0.31504977,"cube(exp(1.5018007 - square(square(((square(soc ^ C) * 51.3012) + -3.9479158) * (soc ^ 1.1168882)))) + -1.6056911) + 4.913326"
23,0.28205147,"cube(exp(exp(0.530858 - square(square(((square(soc ^ C) * 43.531536) + -3.371759) * (soc ^ 1.119276))))) + -2.5816379) + 4.7021613"
25,0.26401344,"cube(exp(exp(0.5337546 - square(square(((square(soc ^ C) * 48.658314) + -3.854382) * (soc ^ 1.1361454)) + -0.030778294))) + -2.6281667) + 5.08494"
27,0.25590426,"cube(exp(exp(0.5283234 - square(square((soc ^ 1.130545) * ((square(soc ^ C) * 48.660423) + -3.843869)) + -0.035951883))) + -2.5773022) + (5.2818637 - soc)"
28,0.24572149,"cube(exp(exp(0.5283234 - square(square(((square(soc ^ C) * 48.658882) + -3.843869) * (soc ^ 1.130545)) + -0.035951883))) + -2.5773022) + (5.4427586 - sqrt(soc))"
29,0.23770547,"(cube(exp(exp(0.52576095 - square(square((soc ^ 1.1390541) * ((square(soc ^ C) * 48.660423) + -3.8312032)) + -0.032211535))) + -2.5530226) - (soc ^ C)) + 5.325168"
