u_par;C;t;V;F;u;Ue;soc;I;trajectory;eta
0;1;2251;3.617190700002387;0.0055297070943835505;0.0;3.683083665306077;0.3747251111722742;4.978215502204348;11;0.06589296530368971
0;1;2252;3.6170183055701375;0.005532233356820723;0.0;3.6829393046964176;0.3744473333944966;4.978215502204348;11;0.06592099912628013
0;1;2253;3.616845885602938;0.005534759682310062;0.0;3.6827949440867576;0.3741695556167185;4.978215502204348;11;0.06594905848381938
0;1;2254;3.6166734401007905;0.005537286070853974;0.0;3.6826505834770984;0.373891777838941;4.978215502204348;11;0.06597714337630789
0;1;2255;3.6165009690636927;0.005539812522454901;0.0;3.682506222867439;0.3736140000611633;4.978215502204348;11;0.06600525380374611
0;1;2256;3.616328472491646;0.005542339037114739;0.0;3.682361862257779;0.3733362222833855;4.978215502204348;11;0.06603338976613315
0;1;2257;3.61615595038465;0.005544865614835678;0.0;3.682217501648119;0.3730584445056074;4.978215502204348;11;0.06606155126346902
0;1;2258;3.615983402742706;0.005547392255620335;0.0;3.68207314103846;0.3727806667278298;4.978215502204348;11;0.06608973829575415
0;1;2259;3.615810829565811;0.0055499189594706;0.0;3.6819287804288;0.3725028889500521;4.978215502204348;11;0.066117950862989
0;1;2260;3.615638230853968;0.0055524457263889685;0.0;3.68178441981914;0.3722251111722743;4.978215502204348;11;0.06614618896517177
0;1;2261;3.615465606607174;0.00555497255637757;0.0;3.68164005920948;0.3719473333944965;4.978215502204348;11;0.06617445260230559
0;1;2262;3.6152929568254337;0.005557499449438758;0.0;3.6814956985998206;0.3716695556167187;4.978215502204348;11;0.0662027417743869
0;1;2263;3.615120281508742;0.005560026405574683;0.0;3.681351337990161;0.3713917778389408;4.978215502204348;11;0.0662310564814188
0;1;2264;3.6149475806571023;0.005562553424787676;0.0;3.681206977380501;0.3711140000611631;4.978215502204348;11;0.06625939672339864
0;1;2265;3.6147748542705127;0.005565080507079911;0.0;3.681062616770842;0.3708362222833855;4.978215502204348;11;0.06628776250032908
0;1;2266;3.6146021023489743;0.005567607652453672;0.0;3.6809182561611817;0.3705584445056076;4.978215502204348;11;0.06631615381220746
0;1;2267;3.6144293248924866;0.00557013486091121;0.0;3.680773895551522;0.3702806667278298;4.978215502204348;11;0.06634457065903554
0;1;2268;3.6142565219010496;0.005572662132454687;0.0;3.680629534941862;0.3700028889500521;4.978215502204348;11;0.06637301304081245
0;1;2269;3.6140836933746634;0.005575189467086526;0.0;3.6804851743322025;0.3697251111722743;4.978215502204348;11;0.06640148095753906
0;1;2270;3.613910839313329;0.005577716864808836;0.0;3.680340813722543;0.3694473333944965;4.978215502204348;11;0.06642997440921405
0;1;2271;3.613737959717044;0.005580244325623975;0.0;3.6801964531128832;0.3691695556167186;4.978215502204348;11;0.0664584933958392
0;1;2272;3.6135650545858105;0.005582771849534151;0.0;3.680052092503224;0.3688917778389409;4.978215502204348;11;0.06648703791741362
0;1;2273;3.613392123919627;0.005585299436541546;0.0;3.679908206000485;0.3686140000611635;4.978215502204348;11;0.06651608208085769
0;1;2274;3.613219167718495;0.00558782708664849;0.0;3.679764710502576;0.3683362222833855;4.978215502204348;11;0.06654554278408087
0;1;2275;3.613046185982414;0.005590354799857268;0.0;3.679621215004668;0.3680584445056076;4.978215502204348;11;0.06657502902225376
0;1;2276;3.612873178711383;0.005592882576169984;0.0;3.6794777195067594;0.3677806667278299;4.978215502204348;11;0.06660454079537637
0;1;2277;3.612700145905404;0.005595410415588916;0.0;3.6793342240088505;0.3675028889500523;4.978215502204348;11;0.06663407810344646
0;1;2278;3.612527087564476;0.005597938318116467;0.0;3.679190728510943;0.3672251111722742;4.978215502204348;11;0.0666636409464667
0;1;2279;3.6123540036885977;0.00560046628375497;0.0;3.679047233013034;0.3669473333944966;4.978215502204348;11;0.06669322932443622
0;1;2280;3.6121808942777704;0.005602994312506377;0.0;3.678903737515126;0.3666695556167187;4.978215502204348;11;0.06672284323735544
0;1;2281;3.612007759331994;0.005605522404372945;0.0;3.678760242017217;0.3663917778389409;4.978215502204348;11;0.06675248268522305
0;1;2282;3.611834598851269;0.005608050559357286;0.0;3.678616746519308;0.3661140000611632;4.978215502204348;11;0.06678214766803903
0;1;2283;3.6116614128355935;0.005610578777461308;0.0;3.6784732510214;0.3658362222833852;4.978215502204348;11;0.0668118381858065
0;1;2284;3.6114882012849696;0.005613107058687297;0.0;3.678329755523491;0.3655584445056075;4.978215502204348;11;0.06684155423852145
0;1;2285;3.611314964199397;0.005615635403037515;0.0;3.678186260025583;0.3652806667278299;4.978215502204348;11;0.06687129582618612
0;1;2286;3.611141701578874;0.00561816381051448;0.0;3.678042764527674;0.3650028889500521;4.978215502204348;11;0.06690106294880005
0;1;2287;3.6109684134234032;0.005620692281120204;0.0;3.677899269029766;0.3647251111722739;4.978215502204348;11;0.0669308556063628
0;1;2288;3.6107950997329823;0.005623220814856762;0.0;3.677755773531857;0.3644473333944966;4.978215502204348;11;0.06696067379887483
0;1;2289;3.610621760507613;0.005625749411726845;0.0;3.677612278033949;0.3641695556167187;4.978215502204348;11;0.06699051752633611
0;1;2290;3.6104483957472935;0.005628278071732326;0.0;3.67746878253604;0.3638917778389408;4.978215502204348;11;0.06702038678874667
0;1;2291;3.610275005452025;0.005630806794875812;0.0;3.677325287038131;0.3636140000611633;4.978215502204348;11;0.06705028158610604
0;1;2292;3.610101589621808;0.0056333355811590815;0.0;3.677181791540223;0.3633362222833854;4.978215502204348;11;0.06708020191841513
0;1;2293;3.609928148256641;0.005635864430584779;0.0;3.6770382960423142;0.3630584445056077;4.978215502204348;11;0.06711014778567304
0;1;2294;3.609754681356525;0.0056383933431549595;0.0;3.6768948005444058;0.36278066672783;4.978215502204348;11;0.06714011918788065
0;1;2295;3.6095811889214606;0.005640922318872184;0.0;3.6767513050464977;0.3625028889500522;4.978215502204348;11;0.0671701161250371
0;1;2296;3.6094076709514464;0.005643451357738253;0.0;3.676607809548589;0.3622251111722744;4.978215502204348;11;0.06720013859714236
0;1;2297;3.609234127446483;0.005645980459755755;0.0;3.67646431405068;0.3619473333944963;4.978215502204348;11;0.06723018660419688
0;1;2298;3.6090605584065703;0.0056485096249266125;0.0;3.676320818552772;0.3616695556167189;4.978215502204348;11;0.06726026014620157
0;1;2299;3.6088869638317087;0.005651038853253372;0.0;3.6761773230548633;0.3613917778389408;4.978215502204348;11;0.06729035922315463
0;1;2300;3.608713343721898;0.00565356814473841;0.0;3.6760338275569553;0.3611140000611634;4.978215502204348;11;0.0673204838350574
0;1;2301;3.608539701053159;0.005656097499167032;0.0;3.6758903320590464;0.3608362222833853;4.978215502204348;11;0.06735063100588734
0;1;2302;3.608366037456723;0.005658626916418343;0.0;3.675746836561138;0.3605584445056076;4.978215502204348;11;0.06738079910441508
0;1;2303;3.608192348617266;0.005661156396805759;0.0;3.675603341063229;0.3602806667278298;4.978215502204348;11;0.06741099244596294
