Complexity,Loss,Equation
1,0.03499738,"0.7819157"
3,0.02589574,"sqrt(x2)"
5,0.023149852,"x2 ^ x2"
7,0.017885173,"(0.030197676 / (x2 - 0.26137272)) + x2"
9,0.014170086,"x2 + (x0 * cube(0.20705101 / x2))"
11,0.00899352,"x2 + (((0.5723021 / x2) ^ x0) * 0.13351294)"
13,0.0047321,"x2 * ((cube((0.70887774 / x2) + -1.2328088) * x0) + 1.1903067)"
15,0.0044927807,"((x0 * (cube((0.6982801 / x2) + -1.1919719) + -0.029409342)) + 1.2232257) * x2"
17,0.00250697,"(((x0 * cube((0.7247464 / x2) + -1.2636322)) + 1.2751714) * x2) + (x1 * -0.004748755)"
19,0.0024553735,"((x0 + x1) * -0.0047558425) + (((cube(-1.2586533 + (0.7251072 / x2)) * x0) + 1.2796978) * x2)"
20,0.0024034397,"(((x0 * cube(log(x2 * 1.662529))) * -0.98116904) + (x2 + (x1 * -0.0038884692))) * 1.2671249"
21,0.0017893242,"(((cube((0.60660833 / x2) + -1.0555869) * (1.6920794 ^ x0)) + 1.2657487) * x2) + (x1 * -0.0045778425)"
23,0.0016610634,"((x2 * (((1.7846538 ^ x0) * cube((0.5577579 / x2) + -0.96420044)) + 1.1460112)) - -0.0829501) + (x1 * -0.004941914)"
24,0.0016573471,"((-0.00496801 * x1) + (x2 * 1.2670544)) + (cube(log(x2 * 1.660242) * -0.9091859) * (1.6794325 ^ x0))"
25,0.0013784758,"(((cube((0.570524 / x2) + -0.9733621) * (1.7606567 ^ x0)) + 1.1912482) * x2) - ((x1 * 0.004884875) - (0.05020999 / x0))"
27,0.001285847,"(x2 * (((1.8163402 ^ x0) * cube((0.5422662 / x2) + -0.91995955)) + 1.1268905)) - ((x1 * 0.005103716) + (-0.096731186 / sqrt(x0)))"
28,0.0012109847,"(((1.7513938 ^ x0) * cube(log(x2 * 1.630393) * -0.84680414)) + (x2 * 1.1903942)) + ((0.05020999 / x0) + (-0.0051041706 * x1))"
30,0.0011996361,"((x1 * -0.00508495) + ((0.06474129 / (x0 + 0.15809192)) + (x2 * 1.1840963))) + (cube(log(x2 * 1.630393) * -0.8462135) * (1.7507207 ^ x0))"
