R0,R1,C1,k,C,u_per,soc
0.7806894835084677,1.978604681789875,11.515037109375,2.494237758219242,0.5652,0.12586666666666665,0.273
0.9020477533340454,0.660032918676734,11.2928203125,3.079868294298649,0.9715999999999999,0.7659,0.878
0.7925283163785934,0.5809561349451542,11.2481640625,3.146296739578247,0.1072,0.7273666666666667,0.538
0.7012343034148216,1.4055539853870869,13.208521484375,2.883804403245449,0.9865999999999999,0.5174,0.425
1.0779725387692451,0.7071244530379772,11.2573876953125,2.377375401556492,0.9602,0.1654,0.968
1.1796260252594948,0.7560566999018192,11.21713671875,2.411261387169361,0.5102,0.20406666666666667,0.967
0.8091689087450504,2.602560631930828,5.81941357421875,3.505374491214752,0.13040000000000002,0.8509333333333333,0.109
0.7952407002449036,0.3799914848059416,11.3111044921875,3.2996557652950287,0.0992,0.7823666666666667,0.358
1.025525014847517,0.7585997227579355,11.210001953125,2.382492646574974,0.142,0.14476666666666665,0.851
0.8468928746879101,0.8399034850299358,11.2158515625,2.6304101571440697,0.2488,0.2619333333333333,0.257
0.6935917772352695,0.6162084639072418,12.0323427734375,3.0728641897439957,0.7030000000000001,0.6532,0.428
0.664590997621417,0.5661823786795139,11.9365341796875,3.4453753381967545,0.7494,0.8968,0.469
0.9498302824795246,0.6369483191519976,11.349189453125,2.304578758776188,0.9084,0.034333333333333334,0.791
0.8162934333086014,0.6515246350318193,11.2777451171875,2.9968401417136192,0.6214000000000001,0.6737,0.739
