% Model:              JH_2804_pulse_hyperelastic_NeoHook - Copy.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 13 2026, 15:45
% Dimension:          0
% Nodes:              6678
% Expressions:        7
% Description:        Point Probe 1, Positive current, Point Probe 3, Displacement, Open-circuit cell voltage, Battery cell state of charge, 
% u_par                   C_par                    t                        E_cell (V)               -I_1C * A_cell (A)       Rx_cell (N)              u_par*u_pre (m)          E_ocv_cell (V)           soc_cell (1)             -I_1C * A_cell * wv1(t)
0                         1                        49                       4.188686373622173        4.978215502204348        117062.41350208415       0                        4.283610757575249        0.9863917778389405       4.978215502204348
0                         1                        50                       4.188007149907733        4.978215502204348        119453.62465766646       0                        4.282767384931894        0.9861140000611629       4.978215502204348
0                         1                        51                       4.1873302960732195       4.978215502204348        121844.89419832468       0                        4.281924012288541        0.9858362222833852       4.978215502204348
0                         1                        52                       4.186656798742305        4.978215502204348        124236.22274732543       0                        4.281080639645186        0.9855584445056074       4.978215502204348
0                         1                        53                       4.185988011846008        4.978215502204348        126627.61115879627       0                        4.280237267001832        0.9852806667278297       4.978215502204348
0                         1                        54                       4.185323935384328        4.978215502204348        129019.05955184257       0                        4.279393894358478        0.985002888950052        4.978215502204348
0                         1                        55                       4.184664569357267        4.978215502204348        131410.5680456432        0                        4.278550521715124        0.9847251111722739       4.978215502204348
0                         1                        56                       4.184009913764823        4.978215502204348        133802.13675927254       0                        4.2777071490717695       0.9844473333944962       4.978215502204348
0                         1                        57                       4.183357869966332        4.978215502204348        136193.76454476194       0                        4.2768637764284145       0.9841695556167183       4.978215502204348
0                         1                        58                       4.182706893636912        4.978215502204348        138585.45052804585       0                        4.27602040378506         0.9838917778389407       4.978215502204348
0                         1                        59                       4.182059219895253        4.978215502204348        140977.19612827053       0                        4.275177031141706        0.983614000061163        4.978215502204348
0                         1                        60                       4.1814148487413565       4.978215502204348        143369.00143213177       0                        4.274333658498352        0.9833362222833851       4.978215502204348
0                         1                        61                       4.180773780175222        4.978215502204348        145760.86652670454       0                        4.273490285854998        0.9830584445056072       4.978215502204348
0                         1                        62                       4.180136014196847        4.978215502204348        148152.79149841255       0                        4.272646913211643        0.9827806667278297       4.978215502204348
0                         1                        63                       4.179501550806236        4.978215502204348        150544.77643400175       0                        4.271803540568289        0.9825028889500519       4.978215502204348
0                         1                        64                       4.178870390003385        4.978215502204348        152936.82142101094       0                        4.270960167924936        0.982225111172274        4.978215502204348
0                         1                        65                       4.178242531788297        4.978215502204348        155328.92654596834       0                        4.270116795281581        0.9819473333944961       4.978215502204348
0                         1                        66                       4.177617976160971        4.978215502204348        157721.09189587357       0                        4.269273422638227        0.9816695556167182       4.978215502204348
0                         1                        67                       4.176996723121405        4.978215502204348        160113.31755781235       0                        4.268430049994872        0.9813917778389407       4.978215502204348
0                         1                        68                       4.176378772669603        4.978215502204348        162505.60361875588       0                        4.267586677351517        0.9811140000611629       4.978215502204348
0                         1                        69                       4.175764124805561        4.978215502204348        164897.9501661793        0                        4.2667433047081635       0.980836222283385        4.978215502204348
0                         1                        70                       4.1751498644036085       4.978215502204348        167290.35218779626       0                        4.265964931432736        0.9805584445056074       4.978215502204348
0                         1                        71                       4.174538154118657        4.978215502204348        169682.81348403372       0                        4.265534530824332        0.9802806667278297       4.978215502204348
0                         1                        72                       4.173929268613726        4.978215502204348        172075.33460476727       0                        4.265104647827982        0.9800028889500519       4.978215502204348
0                         1                        73                       4.173323207888815        4.978215502204348        174467.91562216307       0                        4.264676119710522        0.9797251111722739       4.978215502204348
0                         1                        74                       4.172719971943929        4.978215502204348        176860.55660794125       0                        4.264247591593063        0.9794473333944962       4.978215502204348
0                         1                        75                       4.172119560779063        4.978215502204348        179253.25763455514       0                        4.263819063475603        0.9791695556167184       4.978215502204348
0                         1                        76                       4.171521974394218        4.978215502204348        181646.01877428693       0                        4.263390535358143        0.9788917778389407       4.978215502204348
0                         1                        77                       4.170927212789395        4.978215502204348        184038.84009899016       0                        4.2629620072406835       0.978614000061163        4.978215502204348
0                         1                        78                       4.170335275964594        4.978215502204348        186431.72168138562       0                        4.262533479123224        0.9783362222833849       4.978215502204348
0                         1                        79                       4.1697461639198155       4.978215502204348        188824.66359309328       0                        4.262104951005764        0.9780584445056074       4.978215502204348
0                         1                        80                       4.1691598766550575       4.978215502204348        191217.66590695357       0                        4.261676422888304        0.9777806667278296       4.978215502204348
0                         1                        81                       4.168576414170321        4.978215502204348        193610.72869512532       0                        4.261247894770844        0.9775028889500519       4.978215502204348
0                         1                        82                       4.167994224582717        4.978215502204348        196003.85008120933       0                        4.260819366653385        0.9772251111722741       4.978215502204348
0                         1                        83                       4.167411785259274        4.978215502204348        198397.0281694807        0                        4.260390838535925        0.9769473333944961       4.978215502204348
0                         1                        84                       4.166831522701163        4.978215502204348        200790.26604030322       0                        4.259962310418465        0.9766695556167184       4.978215502204348
0                         1                        85                       4.166253436908385        4.978215502204348        203183.5637487124        0                        4.259533782301005        0.9763917778389406       4.978215502204348
0                         1                        86                       4.16567752788094         4.978215502204348        205576.92134905816       0                        4.259105254183544        0.9761140000611629       4.978215502204348
0                         1                        87                       4.165103795618828        4.978215502204348        207970.3388968985        0                        4.258676726066086        0.9758362222833852       4.978215502204348
0                         1                        88                       4.164532240122048        4.978215502204348        210363.81644687604       0                        4.258248197948626        0.9755584445056074       4.978215502204348
0                         1                        89                       4.1639628613906          4.978215502204348        212757.35405365966       0                        4.257819669831166        0.9752806667278296       4.978215502204348
0                         1                        90                       4.163395659424484        4.978215502204348        215150.9517726896        0                        4.257391141713706        0.9750028889500516       4.978215502204348
0                         1                        91                       4.1628306342237025       4.978215502204348        217544.60965857905       0                        4.256962613596247        0.9747251111722741       4.978215502204348
0                         1                        92                       4.162267785788252        4.978215502204348        219938.32776652294       0                        4.256534085478787        0.9744473333944962       4.978215502204348
0                         1                        93                       4.161707114118135        4.978215502204348        222332.10615143468       0                        4.256105557361327        0.9741695556167181       4.978215502204348
0                         1                        94                       4.161148619213351        4.978215502204348        224725.9448684196        0                        4.255677029243867        0.9738917778389407       4.978215502204348
0                         1                        95                       4.160589767022536        4.978215502204348        227119.8405126658        0                        4.255248501126408        0.9736140000611628       4.978215502204348
0                         1                        96                       4.160032172539324        4.978215502204348        229513.79529068404       0                        4.2548199730089475       0.9733362222833851       4.978215502204348
0                         1                        97                       4.15947630063241         4.978215502204348        231907.80987564375       0                        4.254391444891488        0.9730584445056074       4.978215502204348
0                         1                        98                       4.1589221513017955       4.978215502204348        234301.8843104313        0                        4.253962916774029        0.9727806667278296       4.978215502204348
0                         1                        99                       4.158369724547478        4.978215502204348        236696.0186376432        0                        4.253534388656569        0.9725028889500519       4.978215502204348
0                         1                        100                      4.15781902036946         4.978215502204348        239090.21290065552       0                        4.253105860539109        0.9722251111722741       4.978215502204348
0                         1                        101                      4.157270038767741        4.978215502204348        241484.46714164477       0                        4.252677332421649        0.9719473333944963       4.978215502204348
0                         1                        102                      4.156722779742319        4.978215502204348        243878.7814044227        0                        4.252248804304189        0.9716695556167184       4.978215502204348
0                         1                        103                      4.156177243293197        4.978215502204348        246273.1557309406        0                        4.251820276186731        0.9713917778389406       4.978215502204348
0                         1                        104                      4.155633429420372        4.978215502204348        248667.59016470326       0                        4.2513917480692704       0.9711140000611627       4.978215502204348
0                         1                        105                      4.155091338123846        4.978215502204348        251062.08474813928       0                        4.25096321995181         0.9708362222833851       4.978215502204348
0                         1                        106                      4.154550969403619        4.978215502204348        253456.63952467186       0                        4.25053469183435         0.9705584445056074       4.978215502204348
0                         1                        107                      4.1540117016458495       4.978215502204348        255851.25361580215       0                        4.2501061637168895       0.9702806667278296       4.978215502204348
0                         1                        108                      4.153472481092791        4.978215502204348        258245.92547711515       0                        4.249677635599431        0.9700028889500516       4.978215502204348
0                         1                        109                      4.15293465805225         4.978215502204348        260640.6571325527        0                        4.249249107481972        0.9697251111722741       4.978215502204348
0                         1                        110                      4.152398232524224        4.978215502204348        263035.44861711137       0                        4.248820579364511        0.9694473333944961       4.978215502204348
0                         1                        111                      4.1518632045087145       4.978215502204348        265430.2999647453        0                        4.248392051247051        0.9691695556167186       4.978215502204348
0                         1                        112                      4.151329574005721        4.978215502204348        267825.2112101979        0                        4.247963523129592        0.9688917778389406       4.978215502204348
0                         1                        113                      4.1507973410152434       4.978215502204348        270220.1823877596        0                        4.247534995012132        0.9686140000611628       4.978215502204348
0                         1                        114                      4.1502665055372825       4.978215502204348        272615.2135319663        0                        4.247106466894673        0.9683362222833851       4.978215502204348
0                         1                        115                      4.149737067571837        4.978215502204348        275010.3046777761        0                        4.2466793404499565       0.9680584445056073       4.978215502204348
0                         1                        116                      4.149209027118909        4.978215502204348        277405.45585898415       0                        4.246252280468228        0.9677806667278296       4.978215502204348
0                         1                        117                      4.148682384178497        4.978215502204348        279800.6671105226        0                        4.2458252204865          0.9675028889500519       4.978215502204348
0                         1                        118                      4.148157138750601        4.978215502204348        282195.93846687564       0                        4.245398160504773        0.967225111172274        4.978215502204348
0                         1                        119                      4.147633290835221        4.978215502204348        284591.2699625857        0                        4.244971100523045        0.9669473333944963       4.978215502204348
0                         1                        120                      4.147109616928981        4.978215502204348        286986.65966952586       0                        4.244544040541316        0.9666695556167185       4.978215502204348
0                         1                        121                      4.1465867443925815       4.978215502204348        289382.10860324756       0                        4.244116980559589        0.9663917778389406       4.978215502204348
0                         1                        122                      4.146065027706845        4.978215502204348        291777.6173579469        0                        4.24368992057786         0.9661140000611629       4.978215502204348
0                         1                        123                      4.145544466871771        4.978215502204348        294173.18596207234       0                        4.243262860596132        0.9658362222833851       4.978215502204348
0                         1                        124                      4.14502506188736         4.978215502204348        296568.81444421987       0                        4.2428358006144045       0.9655584445056073       4.978215502204348
0                         1                        125                      4.144506812753613        4.978215502204348        298964.50283261715       0                        4.242408740632677        0.9652806667278295       4.978215502204348
0                         1                        126                      4.143989719470526        4.978215502204348        301360.25115632743       0                        4.241981680650949        0.9650028889500518       4.978215502204348
0                         1                        127                      4.143473782038104        4.978215502204348        303756.0594435349        0                        4.241554620669221        0.9647251111722741       4.978215502204348
0                         1                        128                      4.142959000456344        4.978215502204348        306151.92772258294       0                        4.2411275606874925       0.9644473333944961       4.978215502204348
0                         1                        129                      4.142445374725248        4.978215502204348        308547.85602253565       0                        4.240700500705765        0.9641695556167184       4.978215502204348
0                         1                        130                      4.141932904844813        4.978215502204348        310943.8443716148        0                        4.240273440724037        0.9638917778389406       4.978215502204348
0                         1                        131                      4.141421590815042        4.978215502204348        313339.8927981985        0                        4.239846380742309        0.9636140000611626       4.978215502204348
0                         1                        132                      4.140911172124795        4.978215502204348        315736.00087439857       0                        4.239419320760581        0.9633362222833851       4.978215502204348
0                         1                        133                      4.140400900319001        4.978215502204348        318132.1673042771        0                        4.238992260778852        0.9630584445056073       4.978215502204348
0                         1                        134                      4.139891602833074        4.978215502204348        320528.3935555221        0                        4.238565200797125        0.9627806667278296       4.978215502204348
0                         1                        135                      4.139383279667013        4.978215502204348        322924.6796521067        0                        4.238138140815398        0.9625028889500518       4.978215502204348
0                         1                        136                      4.138875930820818        4.978215502204348        325321.02561827237       0                        4.2377110808336695       0.9622251111722738       4.978215502204348
0                         1                        137                      4.13836955629449         4.978215502204348        327717.4314779338        0                        4.237284020851941        0.9619473333944961       4.978215502204348
0                         1                        138                      4.137864156088029        4.978215502204348        330113.89725571626       0                        4.236856960870213        0.9616695556167185       4.978215502204348
0                         1                        139                      4.137359730201435        4.978215502204348        332510.42297500535       0                        4.236429900888486        0.9613917778389408       4.978215502204348
0                         1                        140                      4.136856278634708        4.978215502204348        334907.00866056577       0                        4.236002840906758        0.9611140000611628       4.978215502204348
0                         1                        141                      4.1363538013878465       4.978215502204348        337303.6543361403        0                        4.235575780925029        0.960836222283385        4.978215502204348
0                         1                        142                      4.135852298460852        4.978215502204348        339700.3600260643        0                        4.235148720943301        0.9605584445056073       4.978215502204348
0                         1                        143                      4.135351769853724        4.978215502204348        342097.1257543846        0                        4.234721660961573        0.9602806667278295       4.978215502204348
0                         1                        144                      4.134852215566463        4.978215502204348        344493.95154509577       0                        4.234294600979845        0.9600028889500518       4.978215502204348
0                         1                        145                      4.134352596356535        4.978215502204348        346890.83591334394       0                        4.2338675409981175       0.9597251111722739       4.978215502204348
0                         1                        146                      4.133853288249407        4.978215502204348        349287.77940780186       0                        4.23344048101639         0.9594473333944963       4.978215502204348
0                         1                        147                      4.1333547261475125       4.978215502204348        351684.7826758993        0                        4.233013421034662        0.9591695556167186       4.978215502204348
0                         1                        148                      4.132856910050852        4.978215502204348        354081.84573605336       0                        4.232586361052934        0.9588917778389408       4.978215502204348
0                         1                        149                      4.132359839959424        4.978215502204348        356478.9686074062        0                        4.2321593010712055       0.9586140000611628       4.978215502204348
0                         1                        150                      4.1318635158732295       4.978215502204348        358876.151308573         0                        4.231732241089478        0.958336222283385        4.978215502204348
0                         1                        151                      4.131367937792268        4.978215502204348        361273.3938584563        0                        4.231305181107751        0.9580584445056073       4.978215502204348
0                         1                        152                      4.13087310571654         4.978215502204348        363670.696276073         0                        4.230878121126022        0.9577806667278296       4.978215502204348
0                         1                        153                      4.130379019646045        4.978215502204348        366068.05857973575       0                        4.230451061144294        0.9575028889500515       4.978215502204348
0                         1                        154                      4.129885679580784        4.978215502204348        368465.4807890089        0                        4.230024001162565        0.957225111172274        4.978215502204348
0                         1                        155                      4.129393085520756        4.978215502204348        370862.9629221574        0                        4.229596941180838        0.9569473333944962       4.978215502204348
0                         1                        156                      4.1289012374659615       4.978215502204348        373260.5049982866        0                        4.22916988119911         0.9566695556167185       4.978215502204348
0                         1                        157                      4.1284101354164005       4.978215502204348        375658.10703637725       0                        4.228743576574526        0.9563917778389408       4.978215502204348
0                         1                        158                      4.127919779372073        4.978215502204348        378055.76905490406       0                        4.228317709834089        0.956114000061163        4.978215502204348
0                         1                        159                      4.127430169332978        4.978215502204348        380453.491073012         0                        4.227891843093653        0.955836222283385        4.978215502204348
0                         1                        160                      4.126941305299117        4.978215502204348        382851.27310943813       0                        4.227465976353217        0.9555584445056073       4.978215502204348
0                         1                        161                      4.126453187270489        4.978215502204348        385249.11518287327       0                        4.2270401096127825       0.9552806667278295       4.978215502204348
0                         1                        162                      4.125965815247093        4.978215502204348        387647.01731240074       0                        4.226614242872347        0.9550028889500518       4.978215502204348
0                         1                        163                      4.1254791892289315       4.978215502204348        390044.97951698053       0                        4.226188376131911        0.954725111172274        4.978215502204348
0                         1                        164                      4.124993309216004        4.978215502204348        392443.00181528623       0                        4.225762509391475        0.9544473333944961       4.978215502204348
0                         1                        165                      4.124508175208309        4.978215502204348        394841.0842262371        0                        4.2253366426510395       0.9541695556167183       4.978215502204348
0                         1                        166                      4.124023787205847        4.978215502204348        397239.22676863306       0                        4.224910775910604        0.9538917778389407       4.978215502204348
0                         1                        167                      4.12354014520862         4.978215502204348        399637.4294614495        0                        4.224484909170169        0.9536140000611629       4.978215502204348
0                         1                        168                      4.123057249216624        4.978215502204348        402035.6923233962        0                        4.224059042429732        0.9533362222833852       4.978215502204348
0                         1                        169                      4.122575099229863        4.978215502204348        404434.0153735343        0                        4.223633175689297        0.9530584445056071       4.978215502204348
0                         1                        170                      4.122107674894917        4.978215502204348        406832.4055466365        0                        4.223207308948861        0.9527806667278294       4.978215502204348
0                         1                        171                      4.121651166156259        4.978215502204348        409230.8599605578        0                        4.222781442208426        0.9525028889500518       4.978215502204348
0                         1                        172                      4.1211971723610095       4.978215502204348        411629.3741137037        0                        4.22235557546799         0.952225111172274        4.978215502204348
0                         1                        173                      4.120745693509166        4.978215502204348        414027.94788454595       0                        4.221929708727554        0.951947333394496        4.978215502204348
0                         1                        174                      4.120296729600729        4.978215502204348        416426.58115098835       0                        4.2215038419871185       0.9516695556167185       4.978215502204348
0                         1                        175                      4.119850280635698        4.978215502204348        418825.273791485         0                        4.221077975246683        0.9513917778389406       4.978215502204348
0                         1                        176                      4.119406346614075        4.978215502204348        421224.02568445343       0                        4.220652108506247        0.951114000061163        4.978215502204348
0                         1                        177                      4.118964927535858        4.978215502204348        423622.83670819004       0                        4.220226241765811        0.9508362222833853       4.978215502204348
0                         1                        178                      4.1185260234010475       4.978215502204348        426021.70674172876       0                        4.219800375025376        0.9505584445056074       4.978215502204348
0                         1                        179                      4.118089634209643        4.978215502204348        428420.63566332805       0                        4.2193745082849405       0.9502806667278295       4.978215502204348
0                         1                        180                      4.117655759961647        4.978215502204348        430819.6233516214        0                        4.218948641544505        0.9500028889500516       4.978215502204348
0                         1                        181                      4.117224400657055        4.978215502204348        433218.66968613095       0                        4.218522774804068        0.9497251111722738       4.978215502204348
0                         1                        182                      4.116795556295871        4.978215502204348        435617.7745450715        0                        4.218096908063633        0.949447333394496        4.978215502204348
0                         1                        183                      4.116369226878094        4.978215502204348        438016.937807817         0                        4.2176710413231975       0.9491695556167182       4.978215502204348
