% Model:              JH_0104_coupled_lib_model_1d.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 1 2026, 11:40
% Dimension:          0
% Nodes:              15406
% Expressions:        5
% Description:        Point Probe 1, , , , Open-circuit cell voltage
% u_par                   C_par                    t                        E_cell (V)               -I_cell (A)              -Rx_cell (N)             -u_cell (m)              E_ocv_cell (V)
0.6                       2.8                      178                      3.8751505404804827       13.939003406172171       -6.088904667126337E7     -8.623950233281493E-7    4.101635381114459
0.6                       2.8                      180                      3.873206306524421        13.939003406172171       -6.208835755942373E7     -8.623950233281493E-7    4.099867592980728
0.6                       2.8                      182                      3.8712657514643936       13.939003406172171       -6.328766844758526E7     -8.623950233281493E-7    4.0980998048469965
0.6                       2.8                      184                      3.8693288753004          13.939003406172171       -6.448697933574734E7     -8.623950233281493E-7    4.096332016713265
0.6                       2.8                      186                      3.867395678032441        13.939003406172171       -6.56862902239106E7      -8.623950233281493E-7    4.094564228579533
0.6                       2.8                      188                      3.8654686546351753       13.939003406172171       -6.688560111207286E7     -8.623950233281493E-7    4.092796440445802
0.6                       2.8                      190                      3.8635535152740665       13.939003406172171       -6.808491200023465E7     -8.623950233281493E-7    4.091028652312071
0.6                       2.8                      192                      3.861644272338292        13.939003406172171       -6.928422288839565E7     -8.623950233281493E-7    4.089260980343105
0.6                       2.8                      194                      3.8597409258278517       13.939003406172171       -7.048353377655794E7     -8.623950233281493E-7    4.087495060829963
0.6                       2.8                      196                      3.8578434757427447       13.939003406172171       -7.16828446647207E7      -8.623950233281493E-7    4.085729141316821
0.6                       2.8                      198                      3.8559519220829723       13.939003406172171       -7.288215555288254E7     -8.623950233281493E-7    4.083963221803679
0.6                       2.8                      200                      3.8540662648485338       13.939003406172171       -7.408146644104443E7     -8.623950233281493E-7    4.082197302290537
0.6                       2.8                      202                      3.8521865040394294       13.939003406172171       -7.528077732920519E7     -8.623950233281493E-7    4.0804313827773955
0.6                       2.8                      204                      3.850316693351346        13.939003406172171       -7.64800882173683E7      -8.623950233281493E-7    4.078665463264254
0.6                       2.8                      206                      3.8484785516661404       13.939003406172171       -7.76793991055305E7      -8.623950233281493E-7    4.076899543751111
0.6                       2.8                      208                      3.8466526366955542       13.939003406172171       -7.887870999369209E7     -8.623950233281493E-7    4.075134422645627
0.6                       2.8                      210                      3.8448389484395866       13.939003406172171       -8.007802088185354E7     -8.623950233281493E-7    4.073370085016011
0.6                       2.8                      212                      3.843037486898238        13.939003406172171       -8.12773317700156E7      -8.623950233281493E-7    4.071605747386395
0.6                       2.8                      214                      3.8412482520715083       13.939003406172171       -8.247664265817688E7     -8.623950233281493E-7    4.069841409756778
0.6                       2.8                      216                      3.839471243959397        13.939003406172171       -8.367595354633804E7     -8.623950233281493E-7    4.068077072127161
0.6                       2.8                      218                      3.837706462561905        13.939003406172171       -8.487526443450105E7     -8.623950233281493E-7    4.066312734497545
0.6                       2.8                      220                      3.8359544058649266       13.939003406172171       -8.607457532266185E7     -8.623950233281493E-7    4.064548396867929
0.6                       2.8                      222                      3.8342276661731987       13.939003406172171       -8.7273886210823E7       -8.623950233281493E-7    4.062784059238312
0.6                       2.8                      224                      3.832516108383002        13.939003406172171       -8.847319709898476E7     -8.623950233281493E-7    4.061020968145077
0.6                       2.8                      226                      3.830819732494336        13.939003406172171       -8.967250798714721E7     -8.623950233281493E-7    4.059257946436136
0.6                       2.8                      228                      3.8291385385072          13.939003406172171       -9.08718188753082E7      -8.623950233281493E-7    4.057494924727194
0.6                       2.8                      230                      3.827472526421596        13.939003406172171       -9.207112976347047E7     -8.623950233281493E-7    4.055731903018252
0.6                       2.8                      232                      3.8258216962375218       13.939003406172171       -9.327044065163171E7     -8.623950233281493E-7    4.053968881309308
0.6                       2.8                      234                      3.824186047954979        13.939003406172171       -9.446975153979424E7     -8.623950233281493E-7    4.052294550669277
0.6                       2.8                      236                      3.8225655815739668       13.939003406172171       -9.566906242795533E7     -8.623950233281493E-7    4.050750440437955
0.6                       2.8                      238                      3.8209379667846344       13.939003406172171       -9.6868373316117E7       -8.623950233281493E-7    4.0492067464718415
0.6                       2.8                      240                      3.8193186632990526       13.939003406172171       -9.806768420427921E7     -8.623950233281493E-7    4.047663704061519
0.6                       2.8                      242                      3.8177092174982104       13.939003406172171       -9.926699509244141E7     -8.623950233281493E-7    4.046120661651197
0.6                       2.8                      244                      3.8161096293821086       13.939003406172171       -1.0046630598060302E8    -8.623950233281493E-7    4.044577619240876
0.6                       2.8                      246                      3.814519898950747        13.939003406172171       -1.0166561686876534E8    -8.623950233281493E-7    4.0430345768305544
0.6                       2.8                      248                      3.8129400262041253       13.939003406172171       -1.0286492775692718E8    -8.623950233281493E-7    4.041491534420231
0.6                       2.8                      250                      3.8113700111422437       13.939003406172171       -1.0406423864508924E8    -8.623950233281493E-7    4.03994849200991
0.6                       2.8                      252                      3.8098098537651026       13.939003406172171       -1.0526354953325135E8    -8.623950233281493E-7    4.038405449599588
0.6                       2.8                      254                      3.8082345395514756       13.939003406172171       -1.0646286042141351E8    -8.623950233281493E-7    4.036863103056452
0.6                       2.8                      256                      3.806657131446835        13.939003406172171       -1.0766217130957548E8    -8.623950233281493E-7    4.035320896642793
0.6                       2.8                      258                      3.805082698465653        13.939003406172171       -1.088614821977373E8     -8.623950233281493E-7    4.033778690229135
0.6                       2.8                      260                      3.803511240607929        13.939003406172171       -1.1006079308589773E8    -8.623950233281493E-7    4.032236483815477
0.6                       2.8                      262                      3.8019427578736624       13.939003406172171       -1.1126010397406054E8    -8.623950233281493E-7    4.030694277401818
0.6                       2.8                      264                      3.800377250262854        13.939003406172171       -1.1245941486222258E8    -8.623950233281493E-7    4.02915207098816
0.6                       2.8                      266                      3.798814717775504        13.939003406172171       -1.1365872575038362E8    -8.623950233281493E-7    4.027609864574502
0.6                       2.8                      268                      3.7972551604116123       13.939003406172171       -1.1485803663854608E8    -8.623950233281493E-7    4.026067827797087
0.6                       2.8                      270                      3.795697721036601        13.939003406172171       -1.1605734752670844E8    -8.623950233281493E-7    4.02452623839078
0.6                       2.8                      272                      3.7941426545045984       13.939003406172171       -1.1725665841487014E8    -8.623950233281493E-7    4.0229846489844725
0.6                       2.8                      274                      3.792590285504263        13.939003406172171       -1.1845596930303128E8    -8.623950233281493E-7    4.021443059578164
0.6                       2.8                      276                      3.791040614035595        13.939003406172171       -1.1965528019119358E8    -8.623950233281493E-7    4.019901470171858
0.6                       2.8                      278                      3.789493640098594        13.939003406172171       -1.2085459107935524E8    -8.623950233281493E-7    4.0183598807655505
0.6                       2.8                      280                      3.7879493636932606       13.939003406172171       -1.2205390196751778E8    -8.623950233281493E-7    4.016818291359243
0.6                       2.8                      282                      3.7864077848195943       13.939003406172171       -1.2325321285567924E8    -8.623950233281493E-7    4.015276701952936
0.6                       2.8                      284                      3.784868903477596        13.939003406172171       -1.2445252374384108E8    -8.623950233281493E-7    4.0137354045753595
0.6                       2.8                      286                      3.7833323195413957       13.939003406172171       -1.2565183463200198E8    -8.623950233281493E-7    4.012194222184838
0.6                       2.8                      288                      3.7817980273702094       13.939003406172171       -1.2685114552016467E8    -8.623950233281493E-7    4.010653039794317
0.6                       2.8                      290                      3.7802662760595744       13.939003406172171       -1.2805045640832596E8    -8.623950233281493E-7    4.009111857403796
0.6                       2.8                      292                      3.77873706560949         13.939003406172171       -1.2924976729648861E8    -8.623950233281493E-7    4.007570675013274
0.6                       2.8                      294                      3.7772103960199566       13.939003406172171       -1.3044907818465035E8    -8.623950233281493E-7    4.006029492622753
0.6                       2.8                      296                      3.775686267290974        13.939003406172171       -1.316483890728119E8     -8.623950233281493E-7    4.004488310232231
