% Model:              JH_0104_coupled_lib_model_1d.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 1 2026, 11:40
% Dimension:          0
% Nodes:              15406
% Expressions:        5
% Description:        Point Probe 1, , , , Open-circuit cell voltage
% u_par                   C_par                    t                        E_cell (V)               -I_cell (A)              -Rx_cell (N)             -u_cell (m)              E_ocv_cell (V)
2.2                       0.8                      1656                     3.8101695472498758       3.9825724017634787       -1.1560978551641384E8    -3.1621150855365477E-6   3.878576245452332
2.2                       0.8                      1658                     3.809843260779628        3.9825724017634787       -1.1595244577017535E8    -3.1621150855365477E-6   3.8781832693709295
2.2                       0.8                      1660                     3.8095169009829766       3.9825724017634787       -1.1629510602393466E8    -3.1621150855365477E-6   3.8777902932895274
2.2                       0.8                      1662                     3.809190467859922        3.9825724017634787       -1.1663776627769406E8    -3.1621150855365477E-6   3.8773973172081244
2.2                       0.8                      1664                     3.808863961410464        3.9825724017634787       -1.1698042653145424E8    -3.1621150855365477E-6   3.877004341126722
2.2                       0.8                      1666                     3.808537381634603        3.9825724017634787       -1.1732308678521666E8    -3.1621150855365477E-6   3.87661136504532
2.2                       0.8                      1668                     3.8082107285323388       3.9825724017634787       -1.1766574703897592E8    -3.1621150855365477E-6   3.8762183889639177
2.2                       0.8                      1670                     3.8078840021036715       3.9825724017634787       -1.1800840729273424E8    -3.1621150855365477E-6   3.8758254128825156
2.2                       0.8                      1672                     3.807557202348601        3.9825724017634787       -1.1835106754649809E8    -3.1621150855365477E-6   3.8754324368011126
2.2                       0.8                      1674                     3.807230329267127        3.9825724017634787       -1.1869372780026162E8    -3.1621150855365477E-6   3.8750394607197096
2.2                       0.8                      1676                     3.8069033828592502       3.9825724017634787       -1.1903638805402331E8    -3.1621150855365477E-6   3.874646484638308
2.2                       0.8                      1678                     3.8065763631249703       3.9825724017634787       -1.193790483077789E8     -3.1621150855365477E-6   3.8742464823046503
2.2                       0.8                      1680                     3.806249270064287        3.9825724017634787       -1.1972170856154022E8    -3.1621150855365477E-6   3.8738426530864407
2.2                       0.8                      1682                     3.805922103677201        3.9825724017634787       -1.2006436881530038E8    -3.1621150855365477E-6   3.873438823868231
2.2                       0.8                      1684                     3.805594863963711        3.9825724017634787       -1.2040702906906226E8    -3.1621150855365477E-6   3.873034994650022
2.2                       0.8                      1686                     3.8052673151195555       3.9825724017634787       -1.2074968932282367E8    -3.1621150855365477E-6   3.8726311654318124
2.2                       0.8                      1688                     3.804939362722242        3.9825724017634787       -1.2109234957658732E8    -3.1621150855365477E-6   3.8722273362136033
2.2                       0.8                      1690                     3.8046112942792716       3.9825724017634787       -1.2143500983034383E8    -3.1621150855365477E-6   3.8718235069953937
2.2                       0.8                      1692                     3.8042831097906444       3.9825724017634787       -1.2177767008410151E8    -3.1621150855365477E-6   3.8714196777771845
2.2                       0.8                      1694                     3.803954809256361        3.9825724017634787       -1.22120330337868E8      -3.1621150855365477E-6   3.8710158485589745
2.2                       0.8                      1696                     3.8036263926764207       3.9825724017634787       -1.224629905916253E8     -3.1621150855365477E-6   3.8706120193407654
2.2                       0.8                      1698                     3.803297860050823        3.9825724017634787       -1.2280565084538797E8    -3.1621150855365477E-6   3.8702081901225562
2.2                       0.8                      1700                     3.802969211379569        3.9825724017634787       -1.2314831109914535E8    -3.1621150855365477E-6   3.869804360904346
2.2                       0.8                      1702                     3.802640446662659        3.9825724017634787       -1.2349097135291067E8    -3.1621150855365477E-6   3.8694005316861366
2.2                       0.8                      1704                     3.8023115659000917       3.9825724017634787       -1.238336316066663E8     -3.1621150855365477E-6   3.8689967024679275
2.2                       0.8                      1706                     3.8019825690918676       3.9825724017634787       -1.2417629186042787E8    -3.1621150855365477E-6   3.868592873249718
2.2                       0.8                      1708                     3.8016534562379865       3.9825724017634787       -1.2451895211418754E8    -3.1621150855365477E-6   3.8681890440315088
2.2                       0.8                      1710                     3.8013242273384495       3.9825724017634787       -1.2486161236795138E8    -3.1621150855365477E-6   3.867785214813299
2.2                       0.8                      1712                     3.8009948823932556       3.9825724017634787       -1.2520427262171404E8    -3.1621150855365477E-6   3.86738138559509
2.2                       0.8                      1714                     3.8006654214024045       3.9825724017634787       -1.255469328754696E8     -3.1621150855365477E-6   3.866977556376881
2.2                       0.8                      1716                     3.800335844365897        3.9825724017634787       -1.258895931292305E8     -3.1621150855365477E-6   3.8665737271586713
2.2                       0.8                      1718                     3.800006151283733        3.9825724017634787       -1.2623225338299036E8    -3.1621150855365477E-6   3.8661698979404617
2.2                       0.8                      1720                     3.799676342155912        3.9825724017634787       -1.2657491363675061E8    -3.1621150855365477E-6   3.8657660687222517
2.2                       0.8                      1722                     3.7993464169824342       3.9825724017634787       -1.269175738905098E8     -3.1621150855365477E-6   3.8653622395040426
2.2                       0.8                      1724                     3.7990163757633004       3.9825724017634787       -1.2726023414427307E8    -3.1621150855365477E-6   3.8649701685499083
2.2                       0.8                      1726                     3.798686218498509        3.9825724017634787       -1.2760289439803186E8    -3.1621150855365477E-6   3.8646532199759167
2.2                       0.8                      1728                     3.7983559451880615       3.9825724017634787       -1.2794555465179297E8    -3.1621150855365477E-6   3.864336271401925
2.2                       0.8                      1730                     3.7980255558319573       3.9825724017634787       -1.2828821490555194E8    -3.1621150855365477E-6   3.864015910342996
2.2                       0.8                      1732                     3.797695050430196        3.9825724017634787       -1.2863087515931296E8    -3.1621150855365477E-6   3.8636815805012388
2.2                       0.8                      1734                     3.797364428982778        3.9825724017634787       -1.2897353541307287E8    -3.1621150855365477E-6   3.8633472506594813
2.2                       0.8                      1736                     3.7970328919453866       3.9825724017634787       -1.2931619566683152E8    -3.1621150855365477E-6   3.8630129208177237
2.2                       0.8                      1738                     3.796700995544365        3.9825724017634787       -1.2965885592059809E8    -3.1621150855365477E-6   3.862678590975966
2.2                       0.8                      1740                     3.796368906591358        3.9825724017634787       -1.3000151617435735E8    -3.1621150855365477E-6   3.8623442611342087
2.2                       0.8                      1742                     3.7960366250863657       3.9825724017634787       -1.3034417642811847E8    -3.1621150855365477E-6   3.862009931292452
2.2                       0.8                      1744                     3.7957041510293883       3.9825724017634787       -1.3068683668187903E8    -3.1621150855365477E-6   3.8616756014506946
2.2                       0.8                      1746                     3.7953714844204254       3.9825724017634787       -1.310294969356386E8     -3.1621150855365477E-6   3.861341271608937
2.2                       0.8                      1748                     3.7950386252594774       3.9825724017634787       -1.3137215718940073E8    -3.1621150855365477E-6   3.86100694176718
2.2                       0.8                      1750                     3.794705573546544        3.9825724017634787       -1.3171481744316018E8    -3.1621150855365477E-6   3.8606726119254224
2.2                       0.8                      1752                     3.794372329281625        3.9825724017634787       -1.3205747769692218E8    -3.1621150855365477E-6   3.8603382820836654
2.2                       0.8                      1754                     3.794038892464721        3.9825724017634787       -1.324001379506835E8     -3.1621150855365477E-6   3.860003952241908
2.2                       0.8                      1756                     3.7937052630958314       3.9825724017634787       -1.32742798204438E8      -3.1621150855365477E-6   3.8596696224001503
2.2                       0.8                      1758                     3.7933714411749566       3.9825724017634787       -1.3308545845820382E8    -3.1621150855365477E-6   3.8593352925583932
2.2                       0.8                      1760                     3.7930374267020968       3.9825724017634787       -1.3342811871196E8       -3.1621150855365477E-6   3.8590009627166357
2.2                       0.8                      1762                     3.7927032196772514       3.9825724017634787       -1.3377077896572131E8    -3.1621150855365477E-6   3.858666632874878
2.2                       0.8                      1764                     3.7923688201004206       3.9825724017634787       -1.3411343921948451E8    -3.1621150855365477E-6   3.858332303033121
2.2                       0.8                      1766                     3.7920342279716044       3.9825724017634787       -1.3445609947324565E8    -3.1621150855365477E-6   3.857997973191364
2.2                       0.8                      1768                     3.791699443290803        3.9825724017634787       -1.3479875972700348E8    -3.1621150855365477E-6   3.8576636433496065
2.2                       0.8                      1770                     3.7913644660580164       3.9825724017634787       -1.3514141998076552E8    -3.1621150855365477E-6   3.857329313507849
2.2                       0.8                      1772                     3.7910292962732446       3.9825724017634787       -1.354840802345235E8     -3.1621150855365477E-6   3.856994983666092
2.2                       0.8                      1774                     3.7906939339364873       3.9825724017634787       -1.3582674048828727E8    -3.1621150855365477E-6   3.8566606538243344
2.2                       0.8                      1776                     3.7903583790477446       3.9825724017634787       -1.3616940074204537E8    -3.1621150855365477E-6   3.856326323982577
2.2                       0.8                      1778                     3.7900226316070165       3.9825724017634787       -1.365120609958076E8     -3.1621150855365477E-6   3.85599199414082
2.2                       0.8                      1780                     3.7896866916143033       3.9825724017634787       -1.3685472124956807E8    -3.1621150855365477E-6   3.8556576642990623
2.2                       0.8                      1782                     3.7893505590696046       3.9825724017634787       -1.371973815033306E8     -3.1621150855365477E-6   3.8553233344573052
2.2                       0.8                      1784                     3.7890137682811105       3.9825724017634787       -1.375400417570897E8     -3.1621150855365477E-6   3.8549696280417374
2.2                       0.8                      1786                     3.7886748408777007       3.9825724017634787       -1.3788270201085016E8    -3.1621150855365477E-6   3.8546092987528873
2.2                       0.8                      1788                     3.788335535728886        3.9825724017634787       -1.3822536226460958E8    -3.1621150855365477E-6   3.8542489694640376
2.2                       0.8                      1790                     3.787995852834667        3.9825724017634787       -1.385680225183687E8     -3.1621150855365477E-6   3.853888640175188
2.2                       0.8                      1792                     3.7876557921950433       3.9825724017634787       -1.3891068277213007E8    -3.1621150855365477E-6   3.8535283108863383
2.2                       0.8                      1794                     3.787315353810015        3.9825724017634787       -1.3925334302589172E8    -3.1621150855365477E-6   3.853167981597488
2.2                       0.8                      1796                     3.786974537679582        3.9825724017634787       -1.3959600327964815E8    -3.1621150855365477E-6   3.8528076523086385
2.2                       0.8                      1798                     3.7866333438037447       3.9825724017634787       -1.399386635334122E8     -3.1621150855365477E-6   3.8524473230197893
2.2                       0.8                      1800                     3.7862917721825022       3.9825724017634787       -1.4028132378717366E8    -3.1621150855365477E-6   3.85208699373094
2.2                       0.8                      1802                     3.7859498228158555       3.9825724017634787       -1.4062398404093146E8    -3.1621150855365477E-6   3.85172666444209
2.2                       0.8                      1804                     3.7856074957038035       3.9825724017634787       -1.409666442946921E8     -3.1621150855365477E-6   3.8513663351532403
2.2                       0.8                      1806                     3.7852647908463473       3.9825724017634787       -1.4130930454845548E8    -3.1621150855365477E-6   3.8510060058643907
2.2                       0.8                      1808                     3.7849217082434863       3.9825724017634787       -1.4165196480221367E8    -3.1621150855365477E-6   3.850645676575541
2.2                       0.8                      1810                     3.784578247895221        3.9825724017634787       -1.4199462505597362E8    -3.1621150855365477E-6   3.850285347286691
2.2                       0.8                      1812                     3.7842344098015506       3.9825724017634787       -1.423372853097336E8     -3.1621150855365477E-6   3.8499250179978413
2.2                       0.8                      1814                     3.783890193962476        3.9825724017634787       -1.426799455634946E8     -3.1621150855365477E-6   3.8495646887089916
2.2                       0.8                      1816                     3.7835456003779964       3.9825724017634787       -1.430226058172573E8     -3.1621150855365477E-6   3.8492043594201424
2.2                       0.8                      1818                     3.7832006290481117       3.9825724017634787       -1.433652660710146E8     -3.1621150855365477E-6   3.8488440301312923
2.2                       0.8                      1820                     3.7828552799728232       3.9825724017634787       -1.437079263247775E8     -3.1621150855365477E-6   3.848483700842443
2.2                       0.8                      1822                     3.7825095531521296       3.9825724017634787       -1.4405058657853946E8    -3.1621150855365477E-6   3.8481233715535934
2.2                       0.8                      1824                     3.7821634485860316       3.9825724017634787       -1.4439324683229792E8    -3.1621150855365477E-6   3.8477630422647437
2.2                       0.8                      1826                     3.781816966274529        3.9825724017634787       -1.447359070860549E8     -3.1621150855365477E-6   3.847402712975894
2.2                       0.8                      1828                     3.7814701062176215       3.9825724017634787       -1.4507856733981642E8    -3.1621150855365477E-6   3.847042383687044
2.2                       0.8                      1830                     3.781122868415309        3.9825724017634787       -1.454212275935786E8     -3.1621150855365477E-6   3.8466820543981943
2.2                       0.8                      1832                     3.7807752528675924       3.9825724017634787       -1.457638878473389E8     -3.1621150855365477E-6   3.8463217251093447
2.2                       0.8                      1834                     3.780424970035676        3.9825724017634787       -1.4610654810110027E8    -3.1621150855365477E-6   3.845961395820495
2.2                       0.8                      1836                     3.7800724297342927       3.9825724017634787       -1.464492083548593E8     -3.1621150855365477E-6   3.8455909667999983
2.2                       0.8                      1838                     3.779719200389001        3.9825724017634787       -1.467918686086211E8     -3.1621150855365477E-6   3.8451963087578136
2.2                       0.8                      1840                     3.779365281999801        3.9825724017634787       -1.4713452886238343E8    -3.1621150855365477E-6   3.8448016507156293
2.2                       0.8                      1842                     3.7790106745666923       3.9825724017634787       -1.474771891161403E8     -3.1621150855365477E-6   3.844406992673445
2.2                       0.8                      1844                     3.778655378089675        3.9825724017634787       -1.4781984936990076E8    -3.1621150855365477E-6   3.8440123346312602
2.2                       0.8                      1846                     3.7782993925687496       3.9825724017634787       -1.4816250962366262E8    -3.1621150855365477E-6   3.843617676589076
2.2                       0.8                      1848                     3.777942718003916        3.9825724017634787       -1.4850516987742448E8    -3.1621150855365477E-6   3.843223018546891
2.2                       0.8                      1850                     3.7775853543951734       3.9825724017634787       -1.4884783013117933E8    -3.1621150855365477E-6   3.8428283605047064
2.2                       0.8                      1852                     3.777227301742522        3.9825724017634787       -1.4919049038494608E8    -3.1621150855365477E-6   3.8424337024625226
2.2                       0.8                      1854                     3.7768685600459624       3.9825724017634787       -1.4953315063870394E8    -3.1621150855365477E-6   3.842039044420338
2.2                       0.8                      1856                     3.776509129305494        3.9825724017634787       -1.498758108924688E8     -3.1621150855365477E-6   3.841644386378153
2.2                       0.8                      1858                     3.7761490095211174       3.9825724017634787       -1.5021847114622855E8    -3.1621150855365477E-6   3.8412497283359692
2.2                       0.8                      1860                     3.775788200692832        3.9825724017634787       -1.505611313999864E8     -3.1621150855365477E-6   3.8408550702937845
2.2                       0.8                      1862                     3.7754267028206385       3.9825724017634787       -1.5090379165374443E8    -3.1621150855365477E-6   3.8404604122516
2.2                       0.8                      1864                     3.775064515904536        3.9825724017634787       -1.512464519075066E8     -3.1621150855365477E-6   3.8400657542094154
2.2                       0.8                      1866                     3.7747016399445252       3.9825724017634787       -1.5158911216127175E8    -3.1621150855365477E-6   3.8396710961672307
2.2                       0.8                      1868                     3.774338074940606        3.9825724017634787       -1.5193177241503036E8    -3.1621150855365477E-6   3.8392764381250464
2.2                       0.8                      1870                     3.773973820892778        3.9825724017634787       -1.5227443266879112E8    -3.1621150855365477E-6   3.838881780082862
2.2                       0.8                      1872                     3.7736088778010415       3.9825724017634787       -1.52617092922553E8      -3.1621150855365477E-6   3.8384871220406773
2.2                       0.8                      1874                     3.7732432456653964       3.9825724017634787       -1.5295975317631692E8    -3.1621150855365477E-6   3.838092463998493
2.2                       0.8                      1876                     3.772876924485843        3.9825724017634787       -1.5330241343007416E8    -3.1621150855365477E-6   3.8376978059563087
2.2                       0.8                      1878                     3.772509914262381        3.9825724017634787       -1.5364507368383527E8    -3.1621150855365477E-6   3.837303147914124
2.2                       0.8                      1880                     3.772142214995011        3.9825724017634787       -1.539877339375967E8     -3.1621150855365477E-6   3.8369084898719397
2.2                       0.8                      1882                     3.7717738266837317       3.9825724017634787       -1.5433039419135618E8    -3.1621150855365477E-6   3.836513831829755
2.2                       0.8                      1884                     3.7714025761129704       3.9825724017634787       -1.54673054445118E8      -3.1621150855365477E-6   3.8361191737875706
2.2                       0.8                      1886                     3.771030383957339        3.9825724017634787       -1.5501571469888085E8    -3.1621150855365477E-6   3.835724515745386
2.2                       0.8                      1888                     3.770657326648745        3.9825724017634787       -1.5535837495264018E8    -3.1621150855365477E-6   3.835329857703201
2.2                       0.8                      1890                     3.7702834041871878       3.9825724017634787       -1.5570103520639855E8    -3.1621150855365477E-6   3.8349045495430616
2.2                       0.8                      1892                     3.7699086165726694       3.9825724017634787       -1.5604369546015975E8    -3.1621150855365477E-6   3.8344735393127563
2.2                       0.8                      1894                     3.7695329638051875       3.9825724017634787       -1.563863557139192E8     -3.1621150855365477E-6   3.8340425290824505
2.2                       0.8                      1896                     3.769156445884744        3.9825724017634787       -1.5672901596767858E8    -3.1621150855365477E-6   3.8336115188521442
2.2                       0.8                      1898                     3.7687790628113382       3.9825724017634787       -1.570716762214397E8     -3.1621150855365477E-6   3.833180508621839
2.2                       0.8                      1900                     3.7684008145849694       3.9825724017634787       -1.574143364752035E8     -3.1621150855365477E-6   3.832749498391533
2.2                       0.8                      1902                     3.768021701205639        3.9825724017634787       -1.5775699672896487E8    -3.1621150855365477E-6   3.8323184881612278
2.2                       0.8                      1904                     3.767641722673346        3.9825724017634787       -1.580996569827199E8     -3.1621150855365477E-6   3.8318874779309215
2.2                       0.8                      1906                     3.76726087898809         3.9825724017634787       -1.584423172364825E8     -3.1621150855365477E-6   3.8314564677006158
2.2                       0.8                      1908                     3.7668791701498727       3.9825724017634787       -1.5878497749024272E8    -3.1621150855365477E-6   3.83102545747031
2.2                       0.8                      1910                     3.7664965961586923       3.9825724017634787       -1.5912763774400058E8    -3.1621150855365477E-6   3.8305944472400046
2.2                       0.8                      1912                     3.7661131570145496       3.9825724017634787       -1.59470297997764E8      -3.1621150855365477E-6   3.8301634370096993
2.2                       0.8                      1914                     3.765728852717445        3.9825724017634787       -1.5981295825152382E8    -3.1621150855365477E-6   3.829732426779393
2.2                       0.8                      1916                     3.765343683267377        3.9825724017634787       -1.6015561850528347E8    -3.1621150855365477E-6   3.8293014165490873
2.2                       0.8                      1918                     3.7649576486643475       3.9825724017634787       -1.6049827875904432E8    -3.1621150855365477E-6   3.8288704063187815
2.2                       0.8                      1920                     3.7645707489083557       3.9825724017634787       -1.6084093901280367E8    -3.1621150855365477E-6   3.8284393960884757
2.2                       0.8                      1922                     3.764182983999401        3.9825724017634787       -1.6118359926656887E8    -3.1621150855365477E-6   3.8280083858581704
2.2                       0.8                      1924                     3.763794353937484        3.9825724017634787       -1.6152625952032918E8    -3.1621150855365477E-6   3.827577375627864
2.2                       0.8                      1926                     3.7634048587226046       3.9825724017634787       -1.618689197740851E8     -3.1621150855365477E-6   3.8271463653975584
2.2                       0.8                      1928                     3.7630144983547633       3.9825724017634787       -1.6221158002784482E8    -3.1621150855365477E-6   3.826715355167253
2.2                       0.8                      1930                     3.7626232728339595       3.9825724017634787       -1.625542402816101E8     -3.1621150855365477E-6   3.8262843449369472
2.2                       0.8                      1932                     3.7622337994370776       3.9825724017634787       -1.6289690053536746E8    -3.1621150855365477E-6   3.825853334706642
2.2                       0.8                      1934                     3.7618488219901334       3.9825724017634787       -1.632395607891259E8     -3.1621150855365477E-6   3.825422324476336
2.2                       0.8                      1936                     3.761463585870807        3.9825724017634787       -1.6358222104288855E8    -3.1621150855365477E-6   3.8249913142460303
2.2                       0.8                      1938                     3.7610780910790975       3.9825724017634787       -1.6392488129665005E8    -3.1621150855365477E-6   3.824560304015724
2.2                       0.8                      1940                     3.7606923376150054       3.9825724017634787       -1.6426754155040956E8    -3.1621150855365477E-6   3.8241292937854188
2.2                       0.8                      1942                     3.7603063254785307       3.9825724017634787       -1.6461020180416942E8    -3.1621150855365477E-6   3.823688473158816
2.2                       0.8                      1944                     3.7599200546696734       3.9825724017634787       -1.6495286205793226E8    -3.1621150855365477E-6   3.823232441589575
2.2                       0.8                      1946                     3.7595335251884334       3.9825724017634787       -1.6529552231168827E8    -3.1621150855365477E-6   3.8227764100203347
2.2                       0.8                      1948                     3.75914673703481         3.9825724017634787       -1.6563818256545335E8    -3.1621150855365477E-6   3.822320378451094
2.2                       0.8                      1950                     3.7587596902088043       3.9825724017634787       -1.6598084281921428E8    -3.1621150855365477E-6   3.821864346881853
2.2                       0.8                      1952                     3.758372384710416        3.9825724017634787       -1.663235030729708E8     -3.1621150855365477E-6   3.8214083153126124
2.2                       0.8                      1954                     3.757984820539645        3.9825724017634787       -1.6666616332673383E8    -3.1621150855365477E-6   3.8209522837433716
2.2                       0.8                      1956                     3.7575969976964907       3.9825724017634787       -1.6700882358049482E8    -3.1621150855365477E-6   3.820496252174131
2.2                       0.8                      1958                     3.7572089161809545       3.9825724017634787       -1.6735148383425146E8    -3.1621150855365477E-6   3.82004022060489
2.2                       0.8                      1960                     3.7568205759930353       3.9825724017634787       -1.6769414408801118E8    -3.1621150855365477E-6   3.8195841890356492
2.2                       0.8                      1962                     3.756431977132733        3.9825724017634787       -1.6803680434177312E8    -3.1621150855365477E-6   3.819128157466408
2.2                       0.8                      1964                     3.7560431196000486       3.9825724017634787       -1.6837946459553468E8    -3.1621150855365477E-6   3.818672125897167
2.2                       0.8                      1966                     3.755654003394981        3.9825724017634787       -1.6872212484929368E8    -3.1621150855365477E-6   3.818216094327927
2.2                       0.8                      1968                     3.755264628517531        3.9825724017634787       -1.6906478510305715E8    -3.1621150855365477E-6   3.8177600627586865
2.2                       0.8                      1970                     3.754874994967698        3.9825724017634787       -1.6940744535681513E8    -3.1621150855365477E-6   3.8173040311894453
2.2                       0.8                      1972                     3.754485102745482        3.9825724017634787       -1.697501056105747E8     -3.1621150855365477E-6   3.8168479996202045
2.2                       0.8                      1974                     3.754094951850884        3.9825724017634787       -1.700927658643353E8     -3.1621150855365477E-6   3.8163919680509637
2.2                       0.8                      1976                     3.7537045422839026       3.9825724017634787       -1.7043542611809793E8    -3.1621150855365477E-6   3.815935936481723
2.2                       0.8                      1978                     3.753313874044539        3.9825724017634787       -1.7077808637185863E8    -3.1621150855365477E-6   3.815479904912482
2.2                       0.8                      1980                     3.7529229471327925       3.9825724017634787       -1.7112074662561753E8    -3.1621150855365477E-6   3.8150238733432413
2.2                       0.8                      1982                     3.7525382893872266       3.9825724017634787       -1.7146340687937602E8    -3.1621150855365477E-6   3.8145678417740005
2.2                       0.8                      1984                     3.7521564390804993       3.9825724017634787       -1.7180606713313985E8    -3.1621150855365477E-6   3.8141118102047598
2.2                       0.8                      1986                     3.7517750388612616       3.9825724017634787       -1.7214872738689834E8    -3.1621150855365477E-6   3.813655778635519
2.2                       0.8                      1988                     3.7513940887295143       3.9825724017634787       -1.7249138764066002E8    -3.1621150855365477E-6   3.8131997470662786
2.2                       0.8                      1990                     3.7510135886852556       3.9825724017634787       -1.7283404789441884E8    -3.1621150855365477E-6   3.812743715497038
2.2                       0.8                      1992                     3.7506335387284877       3.9825724017634787       -1.731767081481805E8     -3.1621150855365477E-6   3.812287683927797
2.2                       0.8                      1994                     3.750253938859209        3.9825724017634787       -1.73519368401941E8      -3.1621150855365477E-6   3.811831652358556
2.2                       0.8                      1996                     3.7498747890774196       3.9825724017634787       -1.7386202865570202E8    -3.1621150855365477E-6   3.811374615736344
2.2                       0.8                      1998                     3.7494960893831206       3.9825724017634787       -1.7420468890946236E8    -3.1621150855365477E-6   3.8109175161192694
2.2                       0.8                      2000                     3.7491178397763103       3.9825724017634787       -1.7454734916322064E8    -3.1621150855365477E-6   3.810460416502195
2.2                       0.8                      2002                     3.748740040256991        3.9825724017634787       -1.7489000941698265E8    -3.1621150855365477E-6   3.810003316885121
2.2                       0.8                      2004                     3.7483626908251604       3.9825724017634787       -1.752326696707434E8     -3.1621150855365477E-6   3.8095462172680468
2.2                       0.8                      2006                     3.7479857914808195       3.9825724017634787       -1.7557532992450845E8    -3.1621150855365477E-6   3.8090891176509722
2.2                       0.8                      2008                     3.747609342223969        3.9825724017634787       -1.7591799017826566E8    -3.1621150855365477E-6   3.8086320180338977
2.2                       0.8                      2010                     3.7472333430546074       3.9825724017634787       -1.762606504320249E8     -3.1621150855365477E-6   3.808174918416823
2.2                       0.8                      2012                     3.746857793972736        3.9825724017634787       -1.7660331068578467E8    -3.1621150855365477E-6   3.8077178187997487
2.2                       0.8                      2014                     3.7464826949783543       3.9825724017634787       -1.769459709395488E8     -3.1621150855365477E-6   3.807260719182674
2.2                       0.8                      2016                     3.7461080460714618       3.9825724017634787       -1.77288631193311E8      -3.1621150855365477E-6   3.8068036195655997
2.2                       0.8                      2018                     3.7457338472520596       3.9825724017634787       -1.776312914470684E8     -3.1621150855365477E-6   3.806346519948525
2.2                       0.8                      2020                     3.745360098520147        3.9825724017634787       -1.7797395170083332E8    -3.1621150855365477E-6   3.8058894203314506
2.2                       0.8                      2022                     3.7449867998757234       3.9825724017634787       -1.7831661195459262E8    -3.1621150855365477E-6   3.805432320714377
2.2                       0.8                      2024                     3.74461395131879         3.9825724017634787       -1.7865927220834932E8    -3.1621150855365477E-6   3.8049752210973025
2.2                       0.8                      2026                     3.744241552849346        3.9825724017634787       -1.790019324621145E8     -3.1621150855365477E-6   3.804518121480228
2.2                       0.8                      2028                     3.7438696044673923       3.9825724017634787       -1.7934459271587485E8    -3.1621150855365477E-6   3.804061021863154
2.2                       0.8                      2030                     3.7434983889493134       3.9825724017634787       -1.7968725296963653E8    -3.1621150855365477E-6   3.8036039222460793
2.2                       0.8                      2032                     3.74313008128619         3.9825724017634787       -1.8002991322339466E8    -3.1621150855365477E-6   3.803146822629005
2.2                       0.8                      2034                     3.7427624358715144       3.9825724017634787       -1.803725734771544E8     -3.1621150855365477E-6   3.8026897230119303
2.2                       0.8                      2036                     3.7423954527052854       3.9825724017634787       -1.8071523373092E8       -3.1621150855365477E-6   3.802232623394856
2.2                       0.8                      2038                     3.742029131787504        3.9825724017634787       -1.8105789398467955E8    -3.1621150855365477E-6   3.8017755237777817
2.2                       0.8                      2040                     3.741663473118169        3.9825724017634787       -1.8140055423843426E8    -3.1621150855365477E-6   3.801318424160707
2.2                       0.8                      2042                     3.7412984766972817       3.9825724017634787       -1.8174321449219874E8    -3.1621150855365477E-6   3.800861324543633
2.2                       0.8                      2044                     3.7409341425248406       3.9825724017634787       -1.820858747459596E8     -3.1621150855365477E-6   3.8004042249265586
2.2                       0.8                      2046                     3.7405704706008476       3.9825724017634787       -1.8242853499972108E8    -3.1621150855365477E-6   3.799947125309484
2.2                       0.8                      2048                     3.740207460925301        3.9825724017634787       -1.8277119525347945E8    -3.1621150855365477E-6   3.7995012458682202
2.2                       0.8                      2050                     3.7398451134982014       3.9825724017634787       -1.8311385550723746E8    -3.1621150855365477E-6   3.7990670466166794
2.2                       0.8                      2052                     3.7394834283195486       3.9825724017634787       -1.8345651576100263E8    -3.1621150855365477E-6   3.7986328473651385
2.2                       0.8                      2054                     3.7391224053893435       3.9825724017634787       -1.8379917601476178E8    -3.1621150855365477E-6   3.798198648113598
2.2                       0.8                      2056                     3.738762044707585        3.9825724017634787       -1.841418362685247E8     -3.1621150855365477E-6   3.7977644488620577
2.2                       0.8                      2058                     3.738402346274274        3.9825724017634787       -1.844844965222808E8     -3.1621150855365477E-6   3.797330249610517
2.2                       0.8                      2060                     3.7380433100894095       3.9825724017634787       -1.8482715677604532E8    -3.1621150855365477E-6   3.7968960503589764
2.2                       0.8                      2062                     3.7376849361529922       3.9825724017634787       -1.8516981702980268E8    -3.1621150855365477E-6   3.7964618511074355
2.2                       0.8                      2064                     3.737327224465022        3.9825724017634787       -1.85512477283563E8      -3.1621150855365477E-6   3.7960276518558946
2.2                       0.8                      2066                     3.736970175025499        3.9825724017634787       -1.8585513753732243E8    -3.1621150855365477E-6   3.795593452604354
2.2                       0.8                      2068                     3.7366137878344228       3.9825724017634787       -1.861977977910855E8     -3.1621150855365477E-6   3.7951592533528133
2.2                       0.8                      2070                     3.736258062891794        3.9825724017634787       -1.8654045804484767E8    -3.1621150855365477E-6   3.794725054101273
2.2                       0.8                      2072                     3.7359030001976117       3.9825724017634787       -1.868831182986069E8     -3.1621150855365477E-6   3.7942908548497316
2.2                       0.8                      2074                     3.7355485997518767       3.9825724017634787       -1.872257785523657E8     -3.1621150855365477E-6   3.793856655598191
2.2                       0.8                      2076                     3.7351948615545885       3.9825724017634787       -1.8756843880612743E8    -3.1621150855365477E-6   3.7934224563466503
2.2                       0.8                      2078                     3.734841785605748        3.9825724017634787       -1.8791109905988824E8    -3.1621150855365477E-6   3.7929882570951095
2.2                       0.8                      2080                     3.734489013119185        3.9825724017634787       -1.8825375931364813E8    -3.1621150855365477E-6   3.792554057843569
