% Model:              2_2603_JH_lib_coupled_model.mph
% Version:            COMSOL 6.3.0.420
% Date:               Mar 26 2026, 17:17
% Dimension:          0
% Nodes:              2711
% Expressions:        4
% Description:        Point Probe 1, Point Probe 3, Point Probe 2, Point Probe 4
% u_par                   t                        point1 (V)               point3 (N)               point2 (A)               point4 (m)
0                         1332                     3.971448447394347        6.115138141623712E7      1.4768238373834388       0
0                         1368                     3.968286974061121        6.276541869916408E7      1.4768238373834388       0
0                         1404                     3.9655817576422656       6.4370449073435634E7     1.4768238373834388       0
0                         1440                     3.96287654122341         6.597547944770721E7      1.4768238373834388       0
0                         1476                     3.9601713248045542       6.758050982197875E7      1.4768238373834388       0
0                         1512                     3.957466108385699        6.91855401962503E7       1.4768238373834388       0
0                         1548                     3.9547608919668433       7.079057057052189E7      1.4768238373834388       0
0                         1584                     3.9520326372619845       7.239071817638028E7      1.4768238373834388       0
0                         1620                     3.949275054490298        7.398464994837417E7      1.4768238373834388       0
0                         1656                     3.946517471718612        7.557858172036809E7      1.4768238373834388       0
0                         1692                     3.9437598889469254       7.717251349236196E7      1.4768238373834388       0
0                         1728                     3.941002306175239        7.876644526435581E7      1.4768238373834388       0
0                         1764                     3.9382447234035527       8.036037703634976E7      1.4768238373834388       0
0                         1800                     3.9355202058716703       8.194844799922916E7      1.4768238373834388       0
0                         1836                     3.9328112524256214       8.353376023007914E7      1.4768238373834388       0
0                         1872                     3.930102298979572        8.51190724609291E7       1.4768238373834388       0
0                         1908                     3.927393345533523        8.670438469177909E7      1.4768238373834388       0
0                         1944.0000000000002       3.9247188658745147       8.828857933952168E7      1.4768238373834388       0
0                         1980.0000000000002       3.9222464998105697       8.986622179909399E7      1.4768238373834388       0
0                         2016.0000000000002       3.9197741337466248       9.144386425866646E7      1.4768238373834388       0
0                         2052                     3.91730176768268         9.302150671823886E7      1.4768238373834388       0
0                         2088                     3.914842073162317        9.459878265688683E7      1.4768238373834388       0
0                         2124                     3.912564941859452        9.617077800451553E7      1.4768238373834388       0
0                         2160                     3.9102878105565875       9.774277335214433E7      1.4768238373834388       0
0                         2196                     3.908011856545441        9.931467631969866E7      1.4768238373834388       0
0                         2232                     3.905798828468849        1.0088164159642944E8     1.4768238373834388       0
0                         2268                     3.903585800392257        1.0244860687316018E8     1.4768238373834388       0
0                         2304                     3.901366800619821        1.0401432892844993E8     1.4768238373834388       0
0                         2340                     3.8991321735934648       1.05576797613567E8       1.4768238373834388       0
0                         2376                     3.896897546567108        1.0713926629868391E8     1.4768238373834388       0
0                         2412                     3.894645343708692        1.0869812627155769E8     1.4768238373834388       0
0                         2448                     3.8923889855166802       1.1025613306131223E8     1.4768238373834388       0
0                         2484                     3.8901081634069894       1.1181262568105131E8     1.4768238373834388       0
0                         2520.0000000000005       3.8877800821039368       1.133661932397071E8      1.4768238373834388       0
0                         2556                     3.885452000800884        1.1491976079836294E8     1.4768238373834388       0
0                         2592                     3.883104644183822        1.1647159241531824E8     1.4768238373834388       0
0                         2628                     3.8807421187456836       1.1802205792280068E8     1.4768238373834388       0
0                         2664                     3.878367886701036        1.195711061737474E8      1.4768238373834388       0
0                         2700                     3.8759844614531738       1.2111835711563243E8     1.4768238373834388       0
0                         2736                     3.8735904062209428       1.2266402800459932E8     1.4768238373834388       0
0                         2772                     3.8712590288088666       1.2420792021533051E8     1.4768238373834388       0
0                         2808                     3.8689663398425833       1.2575009874632284E8     1.4768238373834388       0
0                         2844                     3.866698208771409        1.2729055160935238E8     1.4768238373834388       0
0                         2880                     3.864441889321876        1.2882925349456792E8     1.4768238373834388       0
0                         2916                     3.862205401057966        1.303662201850748E8      1.4768238373834388       0
0                         2952                     3.860023325550831        1.3190144455669501E8     1.4768238373834388       0
0                         2988.0000000000005       3.85788100603612         1.3343492962888062E8     1.4768238373834388       0
0                         3024                     3.855759787456869        1.3496667925553116E8     1.4768238373834388       0
0                         3060                     3.8536442769676027       1.3649669661661458E8     1.4768238373834388       0
0                         3096                     3.851546944902687        1.380249803926922E8      1.4768238373834388       0
0                         3132                     3.8494994183766837       1.3955154810635316E8     1.4768238373834388       0
0                         3168                     3.847487813031317        1.4107639206515026E8     1.4768238373834388       0
0                         3204                     3.8454952064803565       1.4259951674438232E8     1.4768238373834388       0
0                         3240                     3.843512496985261        1.4412092455109733E8     1.4768238373834388       0
0                         3276                     3.8415485432941994       1.4564061557089138E8     1.4768238373834388       0
0                         3312                     3.8396143677145953       1.471586084744324E8      1.4768238373834388       0
0                         3348                     3.8377049451818372       1.4867489474977207E8     1.4768238373834388       0
0                         3384                     3.8358129949082396       1.501894767274957E8      1.4768238373834388       0
0                         3420.0000000000005       3.8339362902227925       1.5170235512036228E8     1.4768238373834388       0
0                         3456                     3.8320732714241132       1.5321353130146658E8     1.4768238373834388       0
