trajectory,C,u_per,I,u,soc,R1,C1,R0,k,s
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.017383156,4688.4365,0.010053713,0.031186981,15.02365
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.017384764,4688.5576,0.010053713,0.031186981,15.028429
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.017386377,4688.6787,0.010053713,0.031186981,15.0332155
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.017387986,4688.8003,0.010053713,0.031186981,15.038005
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.017389601,4688.9214,0.010053713,0.031186981,15.042797
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.017391197,4689.043,0.010053713,0.031186981,15.04759
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.017392805,4689.164,0.010053713,0.031186981,15.052384
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.017394403,4689.2856,0.010053713,0.031186981,15.057179
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.01739601,4689.4067,0.010053713,0.031186981,15.061976
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.017397605,4689.528,0.010053713,0.031186981,15.066777
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.017399196,4689.6494,0.010053713,0.031186981,15.071578
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.017400803,4689.771,0.010053713,0.031186981,15.07638
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.017402386,4689.892,0.010053713,0.031186981,15.0811825
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.017403975,4690.013,0.010053713,0.031186981,15.085988
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.017405566,4690.135,0.010053713,0.031186981,15.090792
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.017407168,4690.257,0.010053713,0.031186981,15.0956
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.017408751,4690.378,0.010053713,0.031186981,15.100412
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.017410338,4690.499,0.010053713,0.031186981,15.105222
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.017411917,4690.6206,0.010053713,0.031186981,15.110037
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.017413495,4690.7417,0.010053713,0.031186981,15.114851
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.017415086,4690.8633,0.010053713,0.031186981,15.119667
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.01741666,4690.985,0.010053713,0.031186981,15.124485
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.01741824,4691.1055,0.010053713,0.031186981,15.129304
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.017419815,4691.2275,0.010053713,0.031186981,15.134126
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.01742139,4691.349,0.010053713,0.031186981,15.138948
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.01742296,4691.47,0.010053713,0.031186981,15.143771
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.017424535,4691.592,0.010053713,0.031186981,15.1486
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.0174261,4691.713,0.010053713,0.031186981,15.153423
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.017427668,4691.8345,0.010053713,0.031186981,15.158253
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.017429236,4691.9556,0.010053713,0.031186981,15.163083
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.017430793,4692.077,0.010053713,0.031186981,15.167917
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.017432358,4692.198,0.010053713,0.031186981,15.172749
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.017433915,4692.32,0.010053713,0.031186981,15.177584
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.017435476,4692.4414,0.010053713,0.031186981,15.182424
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.017437033,4692.563,0.010053713,0.031186981,15.187259
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99455553,0.017438589,4692.684,0.010053713,0.031186981,15.192099
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9944,0.017440142,4692.8057,0.010053713,0.031186981,15.19694
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99424446,0.017441694,4692.927,0.010053713,0.031186981,15.201783
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9940889,0.017443245,4693.049,0.010053713,0.031186981,15.206628
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9939333,0.01744479,4693.17,0.010053713,0.031186981,15.211475
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99377775,0.01744634,4693.2915,0.010053713,0.031186981,15.216322
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99362224,0.017447885,4693.4126,0.010053713,0.031186981,15.221169
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9934667,0.017449427,4693.534,0.010053713,0.031186981,15.226022
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9933111,0.017450977,4693.656,0.010053713,0.031186981,15.230873
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99315554,0.017452508,4693.7773,0.010053713,0.031186981,15.235726
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.993,0.017454047,4693.8984,0.010053713,0.031186981,15.240585
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99284446,0.017455585,4694.0205,0.010053713,0.031186981,15.2454405
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9926889,0.01745712,4694.142,0.010053713,0.031186981,15.250299
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9925333,0.017458651,4694.2637,0.010053713,0.031186981,15.25516
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99237776,0.017460184,4694.3853,0.010053713,0.031186981,15.260026
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99222225,0.01746171,4694.5063,0.010053713,0.031186981,15.264885
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9920667,0.017463235,4694.628,0.010053713,0.031186981,15.269751
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9919111,0.017464768,4694.7495,0.010053713,0.031186981,15.274617
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99175555,0.017466292,4694.8706,0.010053713,0.031186981,15.279486
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9916,0.01746782,4694.9927,0.010053713,0.031186981,15.284358
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99144447,0.017469335,4695.114,0.010053713,0.031186981,15.289227
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9912889,0.017470846,4695.2354,0.010053713,0.031186981,15.294101
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99113333,0.017472364,4695.357,0.010053713,0.031186981,15.298975
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99097776,0.017473888,4695.4785,0.010053713,0.031186981,15.30385
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9908222,0.017475395,4695.5996,0.010053713,0.031186981,15.30873
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9906667,0.017476909,4695.7217,0.010053713,0.031186981,15.313607
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9905111,0.017478421,4695.843,0.010053713,0.031186981,15.318487
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99035555,0.017479924,4695.9644,0.010053713,0.031186981,15.323372
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9902,0.017481431,4696.086,0.010053713,0.031186981,15.328257
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9900444,0.017482933,4696.2075,0.010053713,0.031186981,15.333141
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9898889,0.017484445,4696.329,0.010053713,0.031186981,15.338026
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98973334,0.017485939,4696.4507,0.010053713,0.031186981,15.342914
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9895778,0.017487444,4696.5723,0.010053713,0.031186981,15.347807
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9894222,0.017488942,4696.694,0.010053713,0.031186981,15.352699
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9892667,0.01749044,4696.8154,0.010053713,0.031186981,15.35759
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9891111,0.01749193,4696.937,0.010053713,0.031186981,15.362486
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98895556,0.017493423,4697.058,0.010053713,0.031186981,15.367384
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9888,0.017494917,4697.18,0.010053713,0.031186981,15.372284
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9886444,0.017496403,4697.302,0.010053713,0.031186981,15.377182
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9884889,0.017497893,4697.423,0.010053713,0.031186981,15.382081
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98833334,0.017499372,4697.5444,0.010053713,0.031186981,15.386985
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9881778,0.017500864,4697.666,0.010053713,0.031186981,15.391891
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9880222,0.017502343,4697.7876,0.010053713,0.031186981,15.396797
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98786664,0.01750382,4697.909,0.010053713,0.031186981,15.401706
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98771113,0.0175053,4698.031,0.010053713,0.031186981,15.406613
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98755556,0.017506775,4698.153,0.010053713,0.031186981,15.411525
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9874,0.01750825,4698.2744,0.010053713,0.031186981,15.416436
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9872444,0.017509725,4698.3955,0.010053713,0.031186981,15.4213505
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9870889,0.017511202,4698.5176,0.010053713,0.031186981,15.426266
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98693335,0.017512666,4698.639,0.010053713,0.031186981,15.431185
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9867778,0.017514132,4698.7607,0.010053713,0.031186981,15.436104
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9866222,0.017515596,4698.883,0.010053713,0.031186981,15.441025
