trajectory,C,u_per,I,u,soc,R1,C1,R0,k
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.0050599813,1355.7338,0.008969107,0.033380758
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.0050607603,1355.7192,0.008969107,0.03338196
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.00506154,1355.7048,0.008969107,0.033383157
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.005062319,1355.6902,0.008969107,0.033384364
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.0050631,1355.6757,0.008969107,0.033385552
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.00506388,1355.6611,0.008969107,0.03338675
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.0050646607,1355.6467,0.008969107,0.033387948
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.005065441,1355.6322,0.008969107,0.03338915
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.005066221,1355.6177,0.008969107,0.033390336
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.005067002,1355.6033,0.008969107,0.03339153
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.005067783,1355.5886,0.008969107,0.03339274
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.005068564,1355.5741,0.008969107,0.033393927
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.0050693443,1355.5597,0.008969107,0.033395134
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.005070126,1355.5452,0.008969107,0.03339634
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.0050709075,1355.5306,0.008969107,0.033397533
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.005071689,1355.5161,0.008969107,0.03339873
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.0050724708,1355.5017,0.008969107,0.03339993
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.0050732517,1355.487,0.008969107,0.033401117
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.0050740335,1355.4727,0.008969107,0.033402324
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.005074816,1355.4581,0.008969107,0.03340353
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.005075598,1355.4437,0.008969107,0.03340472
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.0050763804,1355.4292,0.008969107,0.03340592
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.0050771623,1355.4147,0.008969107,0.03340712
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.005077945,1355.4001,0.008969107,0.033408314
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.005078727,1355.3856,0.008969107,0.033409514
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.00507951,1355.3711,0.008969107,0.03341072
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.005080293,1355.3567,0.008969107,0.03341191
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.0050810752,1355.3422,0.008969107,0.033413116
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.005081858,1355.3278,0.008969107,0.03341431
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.0050826417,1355.3132,0.008969107,0.03341552
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.005083425,1355.2986,0.008969107,0.033416726
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.005084208,1355.2842,0.008969107,0.033417914
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.0050849915,1355.2697,0.008969107,0.033419114
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.005085775,1355.2552,0.008969107,0.033420313
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.005086559,1355.2408,0.008969107,0.03342152
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99455553,0.0050873435,1355.2263,0.008969107,0.033422727
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9944,0.0050881268,1355.2118,0.008969107,0.033423916
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99424446,0.005088911,1355.1971,0.008969107,0.033425122
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9940889,0.0050896946,1355.1827,0.008969107,0.03342633
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9939333,0.0050904793,1355.1683,0.008969107,0.03342752
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99377775,0.005091264,1355.1538,0.008969107,0.03342873
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99362224,0.0050920486,1355.1393,0.008969107,0.033429928
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9934667,0.0050928327,1355.1249,0.008969107,0.033431128
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9933111,0.005093618,1355.1104,0.008969107,0.033432335
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99315554,0.0050944034,1355.0958,0.008969107,0.03343354
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.993,0.0050951885,1355.0814,0.008969107,0.033434734
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99284446,0.0050959727,1355.067,0.008969107,0.033435956
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9926889,0.0050967587,1355.0525,0.008969107,0.033437148
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9925333,0.0050975443,1355.0381,0.008969107,0.033438347
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99237776,0.00509833,1355.0236,0.008969107,0.033439547
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99222225,0.0050991154,1355.0089,0.008969107,0.033440754
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9920667,0.005099901,1354.9945,0.008969107,0.033441953
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9919111,0.005100687,1354.98,0.008969107,0.033443153
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99175555,0.005101473,1354.9656,0.008969107,0.03344436
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9916,0.0051022586,1354.951,0.008969107,0.03344556
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99144447,0.005103045,1354.9366,0.008969107,0.033446766
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9912889,0.005103831,1354.922,0.008969107,0.033447977
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99113333,0.005104618,1354.9076,0.008969107,0.033449177
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99097776,0.0051054046,1354.8932,0.008969107,0.033450373
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9908222,0.0051061916,1354.8787,0.008969107,0.033451576
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9906667,0.0051069777,1354.8643,0.008969107,0.033452783
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9905111,0.005107765,1354.8499,0.008969107,0.03345399
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99035555,0.0051085525,1354.8353,0.008969107,0.0334552
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9902,0.00510934,1354.8207,0.008969107,0.0334564
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9900444,0.0051101265,1354.8063,0.008969107,0.0334576
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9898889,0.005110914,1354.7919,0.008969107,0.033458807
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98973334,0.0051117013,1354.7775,0.008969107,0.033460017
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9895778,0.00511249,1354.763,0.008969107,0.033461217
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9894222,0.005113277,1354.7485,0.008969107,0.03346243
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9892667,0.0051140655,1354.734,0.008969107,0.033463635
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9891111,0.0051148534,1354.7195,0.008969107,0.033464834
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98895556,0.0051156417,1354.7051,0.008969107,0.03346604
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9888,0.0051164296,1354.6906,0.008969107,0.03346725
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9886444,0.0051172185,1354.6761,0.008969107,0.03346846
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9884889,0.005118007,1354.6617,0.008969107,0.03346967
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98833334,0.0051187957,1354.6472,0.008969107,0.03347087
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9881778,0.0051195845,1354.6327,0.008969107,0.033472087
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9880222,0.0051203733,1354.6182,0.008969107,0.033473287
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98786664,0.0051211626,1354.6038,0.008969107,0.033474486
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98771113,0.0051219515,1354.5894,0.008969107,0.033475697
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98755556,0.0051227408,1354.575,0.008969107,0.033476904
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9874,0.0051235305,1354.5604,0.008969107,0.033478115
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9872444,0.00512432,1354.5459,0.008969107,0.033479314
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9870889,0.0051251096,1354.5315,0.008969107,0.033480525
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98693335,0.0051258993,1354.517,0.008969107,0.033481743
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9867778,0.005126689,1354.5026,0.008969107,0.033482943
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9866222,0.0051274793,1354.4882,0.008969107,0.033484142
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98646665,0.0051282695,1354.4738,0.008969107,0.033485353
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98631114,0.0051290593,1354.4591,0.008969107,0.033486564
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98615557,0.00512985,1354.4447,0.008969107,0.03348777
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.986,0.0051306407,1354.4302,0.008969107,0.033488974
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98584443,0.005131431,1354.4159,0.008969107,0.033490192
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98568887,0.005132222,1354.4015,0.008969107,0.0334914
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98553336,0.0051330132,1354.387,0.008969107,0.03349261
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9853778,0.0051338035,1354.3726,0.008969107,0.03349382
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9852222,0.005134595,1354.358,0.008969107,0.033495024
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98506665,0.0051353863,1354.3435,0.008969107,0.033496227
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9849111,0.0051361774,1354.3292,0.008969107,0.033497438
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9847556,0.0051369686,1354.3147,0.008969107,0.033498645
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9846,0.0051377607,1354.3003,0.008969107,0.033499848
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98444444,0.0051385523,1354.2858,0.008969107,0.03350106
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9842889,0.0051393444,1354.2712,0.008969107,0.033502284
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98413336,0.005140135,1354.2568,0.008969107,0.033503488
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9839778,0.005140928,1354.2423,0.008969107,0.033504695
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9838222,0.00514172,1354.228,0.008969107,0.033505905
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98366666,0.0051425127,1354.2136,0.008969107,0.033507116
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9835111,0.005143305,1354.1991,0.008969107,0.033508334
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9833556,0.005144098,1354.1846,0.008969107,0.033509545
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9832,0.00514489,1354.1702,0.008969107,0.033510756
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98304445,0.005145683,1354.1556,0.008969107,0.033511966
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9828889,0.005146476,1354.1412,0.008969107,0.033513173
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9827333,0.0051472695,1354.127,0.008969107,0.03351438
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9825778,0.005148062,1354.1125,0.008969107,0.03351559
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98242223,0.0051488546,1354.098,0.008969107,0.03351681
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98226666,0.0051496495,1354.0835,0.008969107,0.033518013
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9821111,0.0051504425,1354.0691,0.008969107,0.033519223
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9819555,0.005151236,1354.0547,0.008969107,0.033520434
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9818,0.0051520295,1354.0403,0.008969107,0.033521645
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98164445,0.005152824,1354.0258,0.008969107,0.03352287
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9814889,0.005153618,1354.0114,0.008969107,0.033524074
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9813333,0.005154412,1353.9968,0.008969107,0.033525284
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9811778,0.0051552057,1353.9825,0.008969107,0.033526506
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98102224,0.005156,1353.968,0.008969107,0.033527713
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9808667,0.0051567946,1353.9536,0.008969107,0.033528924
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9807111,0.00515759,1353.9392,0.008969107,0.033530135
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98055553,0.0051583843,1353.9248,0.008969107,0.033531353
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9804,0.0051591787,1353.9103,0.008969107,0.033532556
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98024446,0.0051599746,1353.8959,0.008969107,0.033533774
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9800889,0.005160769,1353.8815,0.008969107,0.033534996
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9799333,0.0051615643,1353.8671,0.008969107,0.033536207
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97977775,0.005162359,1353.8527,0.008969107,0.033537418
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97962224,0.005163155,1353.8383,0.008969107,0.03353863
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9794667,0.005163951,1353.8236,0.008969107,0.033539843
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9793111,0.0051647467,1353.8093,0.008969107,0.033541054
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97915554,0.005165543,1353.7948,0.008969107,0.033542275
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.979,0.005166338,1353.7804,0.008969107,0.033543486
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97884446,0.005167134,1353.766,0.008969107,0.033544704
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9786889,0.0051679304,1353.7516,0.008969107,0.03354592
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9785333,0.005168727,1353.7372,0.008969107,0.033547122
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97837776,0.0051695234,1353.7227,0.008969107,0.033548348
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97822225,0.0051703197,1353.7083,0.008969107,0.03354956
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9780667,0.005171116,1353.6938,0.008969107,0.03355077
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9779111,0.005171914,1353.6796,0.008969107,0.033551987
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97775555,0.0051727104,1353.665,0.008969107,0.03355321
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9776,0.005173507,1353.6505,0.008969107,0.03355442
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97744447,0.0051743044,1353.6361,0.008969107,0.03355564
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9772889,0.0051751016,1353.6217,0.008969107,0.03355686
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97713333,0.0051758992,1353.6073,0.008969107,0.03355807
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97697777,0.0051766974,1353.5929,0.008969107,0.03355929
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9768222,0.005177494,1353.5786,0.008969107,0.033560492
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9766667,0.005178292,1353.564,0.008969107,0.03356172
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9765111,0.00517909,1353.5497,0.008969107,0.033562936
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97635555,0.005179888,1353.5353,0.008969107,0.033564147
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9762,0.005180686,1353.5209,0.008969107,0.033565376
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9760444,0.005181484,1353.5065,0.008969107,0.033566583
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9758889,0.005182283,1353.4921,0.008969107,0.033567797
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97573334,0.0051830816,1353.4775,0.008969107,0.033569008
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9755778,0.00518388,1353.4631,0.008969107,0.03357023
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9754222,0.005184679,1353.4487,0.008969107,0.03357145
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9752667,0.0051854774,1353.4343,0.008969107,0.03357267
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9751111,0.0051862765,1353.4199,0.008969107,0.033573885
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.97495556,0.0051870756,1353.4055,0.008969107,0.03357511
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9748,0.005187875,1353.391,0.008969107,0.03357632
