trajectory,C,u_per,I,u,soc,R1,C1,R0,k,s
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.009094367,999.8003,0.008969107,0.030943887,21.336504
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.0090936525,999.77985,0.008969107,0.030943887,21.341948
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.009092926,999.75946,0.008969107,0.030943887,21.347403
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.009092208,999.7389,0.008969107,0.030943887,21.352854
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.00909148,999.71844,0.008969107,0.030943887,21.358309
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.009090759,999.698,0.008969107,0.030943887,21.363766
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.009090036,999.6775,0.008969107,0.030943887,21.369228
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.00908931,999.65704,0.008969107,0.030943887,21.374687
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.009088583,999.6366,0.008969107,0.030943887,21.380148
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.009087858,999.6161,0.008969107,0.030943887,21.385609
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.009087137,999.5957,0.008969107,0.030943887,21.391075
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.009086409,999.57526,0.008969107,0.030943887,21.396542
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.009085689,999.5549,0.008969107,0.030943887,21.402006
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.00908496,999.5343,0.008969107,0.030943887,21.407475
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.009084235,999.5139,0.008969107,0.030943887,21.412941
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.009083503,999.49347,0.008969107,0.030943887,21.418413
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.009082775,999.47296,0.008969107,0.030943887,21.423887
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.009082052,999.4525,0.008969107,0.030943887,21.42936
