trajectory,C,u_per,I,u,soc,R1,C1,R0,k
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.0036959576,1570.1268,0.008969107,0.035122957
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.0036967723,1570.1324,0.008969107,0.03512411
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.0036975893,1570.1383,0.008969107,0.03512527
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.0036984058,1570.1442,0.008969107,0.03512642
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.003699223,1570.15,0.008969107,0.035127584
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.0037000403,1570.1558,0.008969107,0.035128728
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.0037008577,1570.1617,0.008969107,0.03512989
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.0037016755,1570.1675,0.008969107,0.03513104
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.003702493,1570.1732,0.008969107,0.035132192
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.003703311,1570.1791,0.008969107,0.035133347
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.0037041295,1570.1848,0.008969107,0.035134505
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.0037049474,1570.1907,0.008969107,0.035135664
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.0037057658,1570.1965,0.008969107,0.035136815
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.0037065847,1570.2024,0.008969107,0.03513795
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.0037074038,1570.2081,0.008969107,0.035139114
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.003708223,1570.2137,0.008969107,0.035140276
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.0037090422,1570.2197,0.008969107,0.035141427
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.0037098615,1570.2256,0.008969107,0.035142582
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.003710681,1570.2313,0.008969107,0.035143726
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.0037115014,1570.2373,0.008969107,0.035144888
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.0037123212,1570.243,0.008969107,0.03514604
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.003713142,1570.2488,0.008969107,0.035147194
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.0037139622,1570.2546,0.008969107,0.035148345
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.003714783,1570.2604,0.008969107,0.035149515
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.0037156036,1570.2662,0.008969107,0.03515066
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.0037164248,1570.2721,0.008969107,0.03515182
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.0037172462,1570.278,0.008969107,0.03515297
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.0037180674,1570.2837,0.008969107,0.035154108
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.003718889,1570.2896,0.008969107,0.035155278
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.003719711,1570.2953,0.008969107,0.035156425
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.003720533,1570.3011,0.008969107,0.035157584
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.0037213552,1570.3069,0.008969107,0.03515874
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.0037221774,1570.3129,0.008969107,0.035159893
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.003723,1570.3186,0.008969107,0.035161044
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.003723823,1570.3245,0.008969107,0.0351622
