trajectory,C,u_per,I,u,soc,R1,C1,R0,k
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.30593055,0.012322503,1600.2972,0.007111851,0.06351432
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.3048611,0.012336698,1600.3484,0.007111851,0.06354796
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.30379167,0.0123509,1600.3994,0.007111851,0.063581616
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.30272222,0.012365109,1600.4506,0.007111851,0.06361532
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.3016528,0.012379325,1600.5015,0.007111851,0.063649066
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.30058333,0.012393548,1600.5522,0.007111851,0.06368285
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29951388,0.012407778,1600.6033,0.007111851,0.06371667
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29844445,0.012422015,1600.654,0.007111851,0.063750535
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.297375,0.012436259,1600.7048,0.007111851,0.063784435
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29630557,0.012450509,1600.7555,0.007111851,0.06381836
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.2952361,0.012464766,1600.8062,0.007111851,0.063852355
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29416665,0.012479032,1600.8567,0.007111851,0.063886374
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29309723,0.012493302,1600.9073,0.007111851,0.06392044
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29202777,0.01250758,1600.9579,0.007111851,0.063954554
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.29095834,0.012521865,1601.0082,0.007111851,0.06398868
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.2898889,0.012536157,1601.0586,0.007111851,0.064022854
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.28881943,0.012550456,1601.1089,0.007111851,0.064057074
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.28775,0.01256476,1601.1593,0.007111851,0.06409135
74,3.85,0.6,19.16612968348674,-0.0862395023328149,0.28668055,0.012579072,1601.2096,0.007111851,0.064125635
