trajectory,C,u_per,I,u,soc,R1,C1,R0,k
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.008426542,774.54987,0.008969107,0.032124173
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.0084263785,774.5598,0.008969107,0.03212486
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.008426213,774.5697,0.008969107,0.03212555
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.008426048,774.57965,0.008969107,0.03212625
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.008425882,774.5895,0.008969107,0.032126937
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.008425719,774.5994,0.008969107,0.032127634
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.008425549,774.6093,0.008969107,0.032128327
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.008425383,774.61926,0.008969107,0.032129027
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.0084252115,774.6292,0.008969107,0.032129712
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.008425046,774.6391,0.008969107,0.03213041
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.008424877,774.6491,0.008969107,0.0321311
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.00842471,774.659,0.008969107,0.03213179
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.008424535,774.66895,0.008969107,0.032132484
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.008424365,774.6788,0.008969107,0.03213318
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.008424193,774.6887,0.008969107,0.032133874
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.008424019,774.69867,0.008969107,0.032134566
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.008423849,774.7086,0.008969107,0.032135252
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.008423672,774.71857,0.008969107,0.03213595
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.008423499,774.7285,0.008969107,0.03213664
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.0084233275,774.7384,0.008969107,0.032137334
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.008423149,774.7483,0.008969107,0.03213803
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.0084229745,774.75824,0.008969107,0.032138724
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.008422792,774.76825,0.008969107,0.032139402
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.008422616,774.77814,0.008969107,0.032140102
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.008422443,774.7881,0.008969107,0.032140803
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.008422261,774.79803,0.008969107,0.032141495
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.008422081,774.808,0.008969107,0.03214218
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.008421905,774.81793,0.008969107,0.032142878
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.008421718,774.8279,0.008969107,0.03214357
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.008421539,774.8378,0.008969107,0.032144263
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.008421354,774.8477,0.008969107,0.032144953
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.008421171,774.8577,0.008969107,0.032145645
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.00842099,774.8677,0.008969107,0.032146346
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.008420812,774.8776,0.008969107,0.032147028
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.008420624,774.8876,0.008969107,0.03214772
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99455553,0.008420439,774.8975,0.008969107,0.032148413
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9944,0.008420255,774.9075,0.008969107,0.03214911
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99424446,0.008420068,774.91736,0.008969107,0.032149803
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9940889,0.008419878,774.9273,0.008969107,0.032150492
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9939333,0.008419696,774.9374,0.008969107,0.03215118
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99377775,0.008419509,774.9473,0.008969107,0.03215188
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99362224,0.008419322,774.9573,0.008969107,0.03215258
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9934667,0.008419132,774.9672,0.008969107,0.03215327
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9933111,0.008418944,774.9772,0.008969107,0.032153964
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99315554,0.008418749,774.9871,0.008969107,0.03215466
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.993,0.008418559,774.9971,0.008969107,0.032155346
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99284446,0.0084183635,775.007,0.008969107,0.032156043
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9926889,0.0084181735,775.017,0.008969107,0.032156736
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9925333,0.008417981,775.027,0.008969107,0.03215742
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99237776,0.008417788,775.0369,0.008969107,0.032158118
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99222225,0.0084175905,775.04694,0.008969107,0.03215881
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9920667,0.008417395,775.0569,0.008969107,0.032159504
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9919111,0.008417199,775.06683,0.008969107,0.03216019
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99175555,0.008417007,775.0768,0.008969107,0.03216089
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9916,0.008416812,775.08685,0.008969107,0.032161586
