trajectory,C,u_per,I,u,soc,R1,C1,R0,k,s
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.005000015,2667.992,0.008969107,0.031621125,16.196447
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.005000015,2667.9612,0.008969107,0.031621125,16.20013
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.005000015,2667.9304,0.008969107,0.031621125,16.203823
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.005000015,2667.9,0.008969107,0.031621125,16.207516
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.005000015,2667.8694,0.008969107,0.031621125,16.21121
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.005000015,2667.8386,0.008969107,0.031621125,16.214907
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.005000015,2667.8079,0.008969107,0.031621125,16.218603
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.005000015,2667.777,0.008969107,0.031621125,16.2223
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.005000015,2667.7466,0.008969107,0.031621125,16.226
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.0050000153,2667.716,0.008969107,0.031621125,16.2297
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.0050000153,2667.6855,0.008969107,0.031621125,16.233395
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.0050000153,2667.6548,0.008969107,0.031621125,16.237097
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.0050000153,2667.624,0.008969107,0.031621125,16.2408
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.0050000153,2667.593,0.008969107,0.031621125,16.244505
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.0050000153,2667.5627,0.008969107,0.031621125,16.248209
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.0050000153,2667.532,0.008969107,0.031621125,16.251915
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.0050000153,2667.5012,0.008969107,0.031621125,16.255621
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.0050000153,2667.4705,0.008969107,0.031621125,16.259327
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.0050000153,2667.4397,0.008969107,0.031621125,16.263035
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.0050000153,2667.409,0.008969107,0.031621125,16.266745
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.0050000153,2667.3782,0.008969107,0.031621125,16.270456
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.0050000153,2667.348,0.008969107,0.031621125,16.274166
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.0050000153,2667.317,0.008969107,0.031621125,16.277878
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.0050000153,2667.2861,0.008969107,0.031621125,16.281591
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.0050000153,2667.2556,0.008969107,0.031621125,16.285307
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.0050000153,2667.2246,0.008969107,0.031621125,16.289022
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.0050000153,2667.1938,0.008969107,0.031621125,16.292736
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.0050000153,2667.1633,0.008969107,0.031621125,16.296453
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.0050000153,2667.1326,0.008969107,0.031621125,16.300173
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.0050000153,2667.1018,0.008969107,0.031621125,16.303892
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.0050000153,2667.071,0.008969107,0.031621125,16.30761
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.0050000153,2667.0403,0.008969107,0.031621125,16.311335
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.0050000153,2667.0095,0.008969107,0.031621125,16.315056
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.0050000153,2666.9788,0.008969107,0.031621125,16.31878
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.0050000153,2666.9482,0.008969107,0.031621125,16.322502
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99455553,0.0050000153,2666.9172,0.008969107,0.031621125,16.32623
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9944,0.0050000153,2666.8867,0.008969107,0.031621125,16.329954
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99424446,0.0050000153,2666.8557,0.008969107,0.031621125,16.333681
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9940889,0.0050000153,2666.8252,0.008969107,0.031621125,16.337412
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9939333,0.0050000153,2666.7947,0.008969107,0.031621125,16.34114
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99377775,0.0050000153,2666.7637,0.008969107,0.031621125,16.344868
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99362224,0.0050000153,2666.733,0.008969107,0.031621125,16.348604
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9934667,0.0050000153,2666.7021,0.008969107,0.031621125,16.352331
