trajectory,C,u_per,I,u,soc,R1,C1,R0,k,s
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9999997,0.009698702,10680.567,0.008,0.031158617,15.783225
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99984443,0.009696284,10680.6455,0.008,0.031158617,15.788253
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99968886,0.0096938545,10680.724,0.008,0.031158617,15.793294
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99953336,0.009691434,10680.802,0.008,0.031158617,15.798333
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9993778,0.009689013,10680.879,0.008,0.031158617,15.803377
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9992222,0.009686587,10680.956,0.008,0.031158617,15.808423
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99906665,0.009684166,10681.031,0.008,0.031158617,15.813468
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9989111,0.009681743,10681.108,0.008,0.031158617,15.818519
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9987556,0.009679322,10681.184,0.008,0.031158617,15.8235655
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9986,0.009676902,10681.26,0.008,0.031158617,15.828615
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99844444,0.009674479,10681.336,0.008,0.031158617,15.833667
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99828887,0.009672056,10681.413,0.008,0.031158617,15.838726
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99813336,0.009669639,10681.487,0.008,0.031158617,15.843778
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9979778,0.009667218,10681.562,0.008,0.031158617,15.848835
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9978222,0.009664797,10681.639,0.008,0.031158617,15.853893
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99766666,0.009662379,10681.713,0.008,0.031158617,15.8589525
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9975111,0.009659959,10681.787,0.008,0.031158617,15.864015
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9973556,0.009657547,10681.862,0.008,0.031158617,15.869075
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9972,0.009655122,10681.936,0.008,0.031158617,15.874142
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99704444,0.009652704,10682.01,0.008,0.031158617,15.879204
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9968889,0.00965029,10682.084,0.008,0.031158617,15.884272
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9967333,0.009647872,10682.157,0.008,0.031158617,15.88934
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9965778,0.009645458,10682.2295,0.008,0.031158617,15.894411
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99642223,0.009643037,10682.305,0.008,0.031158617,15.899483
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99626666,0.009640624,10682.376,0.008,0.031158617,15.904556
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9961111,0.009638207,10682.449,0.008,0.031158617,15.90963
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9959555,0.009635792,10682.521,0.008,0.031158617,15.914705
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9958,0.009633378,10682.594,0.008,0.031158617,15.919783
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99564445,0.009630963,10682.665,0.008,0.031158617,15.924859
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9954889,0.009628546,10682.737,0.008,0.031158617,15.929939
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9953333,0.009626136,10682.811,0.008,0.031158617,15.935021
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9951778,0.009623723,10682.882,0.008,0.031158617,15.940102
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99502224,0.009621311,10682.952,0.008,0.031158617,15.9451885
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99486667,0.009618897,10683.023,0.008,0.031158617,15.950276
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9947111,0.009616485,10683.093,0.008,0.031158617,15.955363
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99455553,0.009614073,10683.164,0.008,0.031158617,15.960452
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9944,0.009611661,10683.235,0.008,0.031158617,15.965541
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99424446,0.00960925,10683.305,0.008,0.031158617,15.9706335
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9940889,0.009606841,10683.375,0.008,0.031158617,15.975729
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9939333,0.009604429,10683.444,0.008,0.031158617,15.980822
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99377775,0.009602018,10683.514,0.008,0.031158617,15.98592
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99362224,0.009599611,10683.582,0.008,0.031158617,15.991015
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9934667,0.009597203,10683.653,0.008,0.031158617,15.996115
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9933111,0.009594792,10683.723,0.008,0.031158617,16.001215
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99315554,0.009592386,10683.789,0.008,0.031158617,16.006319
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.993,0.009589975,10683.858,0.008,0.031158617,16.011421
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99284446,0.009587573,10683.927,0.008,0.031158617,16.016527
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9926889,0.009585159,10683.995,0.008,0.031158617,16.021633
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9925333,0.009582756,10684.0625,0.008,0.031158617,16.026741
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99237776,0.00958035,10684.131,0.008,0.031158617,16.031853
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99222225,0.009577945,10684.196,0.008,0.031158617,16.03696
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9920667,0.0095755365,10684.264,0.008,0.031158617,16.042074
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9919111,0.00957313,10684.332,0.008,0.031158617,16.047188
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99175555,0.009570728,10684.397,0.008,0.031158617,16.052303
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9916,0.009568323,10684.464,0.008,0.031158617,16.057419
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99144447,0.009565921,10684.529,0.008,0.031158617,16.062538
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9912889,0.009563515,10684.596,0.008,0.031158617,16.067657
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99113333,0.009561114,10684.662,0.008,0.031158617,16.07278
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99097776,0.0095587075,10684.729,0.008,0.031158617,16.077904
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9908222,0.0095563065,10684.794,0.008,0.031158617,16.083029
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9906667,0.009553904,10684.858,0.008,0.031158617,16.088152
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9905111,0.009551503,10684.923,0.008,0.031158617,16.093279
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.99035555,0.0095491,10684.989,0.008,0.031158617,16.098408
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9902,0.009546699,10685.053,0.008,0.031158617,16.10354
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9900444,0.0095443,10685.118,0.008,0.031158617,16.108673
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9898889,0.009541899,10685.181,0.008,0.031158617,16.113804
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98973334,0.0095395,10685.244,0.008,0.031158617,16.11894
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9895778,0.009537099,10685.31,0.008,0.031158617,16.124077
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9894222,0.009534702,10685.372,0.008,0.031158617,16.129211
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9892667,0.009532303,10685.435,0.008,0.031158617,16.13435
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9891111,0.009529905,10685.496,0.008,0.031158617,16.139488
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98895556,0.009527507,10685.562,0.008,0.031158617,16.144634
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9888,0.009525107,10685.624,0.008,0.031158617,16.149776
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9886444,0.009522712,10685.686,0.008,0.031158617,16.154922
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9884889,0.00952032,10685.747,0.008,0.031158617,16.160067
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98833334,0.009517919,10685.811,0.008,0.031158617,16.165216
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9881778,0.009515526,10685.871,0.008,0.031158617,16.170366
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9880222,0.009513129,10685.933,0.008,0.031158617,16.175516
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98786664,0.009510733,10685.994,0.008,0.031158617,16.18067
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98771113,0.009508338,10686.054,0.008,0.031158617,16.185822
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98755556,0.009505944,10686.115,0.008,0.031158617,16.190977
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9874,0.009503553,10686.177,0.008,0.031158617,16.196133
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9872444,0.009501157,10686.236,0.008,0.031158617,16.201292
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9870889,0.009498766,10686.297,0.008,0.031158617,16.20645
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98693335,0.009496375,10686.355,0.008,0.031158617,16.211615
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9867778,0.00949398,10686.416,0.008,0.031158617,16.216778
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.9866222,0.009491587,10686.475,0.008,0.031158617,16.221941
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98646665,0.009489195,10686.533,0.008,0.031158617,16.227104
0,0.56,26.5,2.787800681234435,-3.8089113530326593,0.98631114,0.009486807,10686.594,0.008,0.031158617,16.232273
