Complexity,Loss,Equation
1,0.009342502,"1.0001945"
3,0.008143812,"x2 ^ -0.032152295"
4,0.006698152,"sqrt(log(log(x1)))"
5,0.003879428,"(1.0082803 ^ x1) + -0.15260862"
6,0.0035420205,"(cube(x1) * 9.306362e-6) + 0.9262068"
7,0.00068386074,"((1.0277888 ^ x1) - x2) ^ 0.21062614"
9,0.00047235237,"sqrt((0.64463186 ^ x2) + square(-0.024502482 * x1))"
10,0.0004719621,"sqrt(square(x1 * 0.02458861) + sqrt(0.4109342 ^ x2))"
11,0.00028417716,"sqrt((cube(x1 * 0.025727613) + (0.63016707 ^ x2)) / 0.9110823)"
12,0.00014335608,"sqrt(sqrt(cube(x1 * 0.031855192) + (0.28120148 ^ x2))) + 0.072289996"
15,0.000132074,"sqrt(sqrt(((0.31687698 ^ x2) + cube((log(x2) + x1) * 0.031882346)) / 0.75580555))"
